key,original,translation,context
BattleFieldInfo_M20101-6脏街教训,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20101-6脏街教训,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20101-6脏街教训,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20209-2珠光宝气楼,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20209-2珠光宝气楼,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20209-2珠光宝气楼,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20307-2入门弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20307-2入门弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20307-2入门弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20307-2数月弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20307-2数月弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20307-2数月弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20307-2数年弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20307-2数年弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20307-2数年弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20307-2最强弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20307-2最强弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20307-2最强弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20205-2入门弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20205-2入门弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20205-2入门弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20205-2数月弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20205-2数月弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20205-2数月弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20205-2数年弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20205-2数年弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20205-2数年弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20205-2最强弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20205-2最强弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20205-2最强弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20109-1打捕快,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20109-1打捕快,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20109-1打捕快,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20109-1打损道人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20109-1打损道人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20109-1打损道人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10056-1单挑九黎弟子,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10056-1单挑九黎弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10056-1单挑九黎弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10056-1二人打九黎弟子,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10056-1二人打九黎弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10056-1二人打九黎弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10056-1群殴九黎弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10056-1群殴九黎弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10056-1群殴九黎弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M1200-10将军府,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1200-10将军府,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M1200-10将军府,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M1200-15将军府,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1200-15将军府,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M1200-15将军府,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20123-1仙人跳,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20123-1仙人跳,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20123-1仙人跳,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20118-3丁小姐复仇,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20118-3丁小姐复仇,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20118-3丁小姐复仇,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role2-7打地痞,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-7打地痞,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_Role2-7打地痞,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-7训练士兵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-7训练士兵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_Role2-7训练士兵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R100185-2蔡攸之四贤阵,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R100185-2蔡攸之四贤阵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R100185-2蔡攸之四贤阵,Either <#61C3C8>{PlayerName}</color> or <#61C3C8>Cai Youzhi</color> are defeated.,,<#61C3C8>{PlayerName}</color>或<#61C3C8>蔡攸之</color>被击败。
BattleFieldInfo_M2130-1夜摩坊群战,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M2130-1夜摩坊群战,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M2130-1夜摩坊群战,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M1000-7马王洞喽啰,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1000-7马王洞喽啰,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M1000-7马王洞喽啰,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M1000-1-5武林霸主,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M1000-1-5武林霸主,Teach these people who refuse to submit a lesson.,,教训这些不愿臣服的人。
BattleFieldFail_M1000-1-5武林霸主,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_XS20300-1打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-1打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-1打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-2打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-2打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-2打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-3打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-3打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-3打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-4打泼皮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-4打泼皮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-4打泼皮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-5打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-5打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-5打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-6打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-6打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-6打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-7打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-7打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-7打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-9打水贼前哨,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-9打水贼前哨,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-9打水贼前哨,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20300-9打水贼大部队,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20300-9打水贼大部队,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20300-9打水贼大部队,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-1打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-1打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-1打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-2打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-2打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-2打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-3打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-3打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-3打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-4打泼皮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-4打泼皮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-4打泼皮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-5打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-5打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-5打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-6打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-6打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-6打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-7打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-7打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-7打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-9打水贼前哨,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-9打水贼前哨,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-9打水贼前哨,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20200-9打水贼大部队,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20200-9打水贼大部队,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20200-9打水贼大部队,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-1打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-1打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-1打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-2打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-2打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-2打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-3打乞丐,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-3打乞丐,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-3打乞丐,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-4打泼皮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-4打泼皮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-4打泼皮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-5打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-5打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-5打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-6打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-6打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-6打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-7打黑衣人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-7打黑衣人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-7打黑衣人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-9打水贼前哨,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-9打水贼前哨,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-9打水贼前哨,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_XS20100-9练兵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_XS20100-9练兵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_XS20100-9练兵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M5050-1打心魔,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M5050-1打心魔,Defeat your own inner demons.,,击败自己的心魔。
BattleFieldFail_M5050-1打心魔,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M5050-1打黑衣人1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M5050-1打黑衣人1,Defeat the man in black.,,击败黑衣人。
BattleFieldFail_M5050-1打黑衣人1,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M5050-1打黑衣人2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M5050-1打黑衣人2,Defeat the man in black.,,击败黑衣人。
BattleFieldFail_M5050-1打黑衣人2,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M5050-1打黑衣人3,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M5050-1打黑衣人3,Defeat the man in black.,,击败黑衣人。
BattleFieldFail_M5050-1打黑衣人3,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M5050-1打黑衣人4,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M5050-1打黑衣人4,Defeat the man in black.,,击败黑衣人。
BattleFieldFail_M5050-1打黑衣人4,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M1400-4救山贼,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1400-4救山贼,Defeat <#61C3C8>all wild boars</color>.,,击败<#61C3C8>所有野猪</color>。
BattleFieldFail_M1400-4救山贼,Either <#61C3C8>all of our side</color> or <#61C3C8>mountain bandit</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>山贼</color>被击败。
BattleFieldInfo_R10061-1救李乐雅,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10061-1救李乐雅,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10061-1救李乐雅,Either <#61C3C8>all of our side</color> or <#61C3C8>Li Leya</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>李乐雅</color>被击败。
BattleFieldInfo_R20025-5救花四娘,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R20025-5救花四娘,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R20025-5救花四娘,Either <#61C3C8>all of our side</color> or <#61C3C8>Hua Siniang</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>花四娘</color>被击败。
BattleFieldInfo_R20025-9挑战一枝花,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R20025-9挑战一枝花,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R20025-9挑战一枝花,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_R20025-10康王府打主簿,"<#61C3C8>{PlayerName}</color> and <#61C3C8>Hua Siniang</color> join the fight, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>、<#61C3C8>花四娘</color>参战，最多上阵6人。
BattleFieldWin_R20025-10康王府打主簿,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R20025-10康王府打主簿,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R20004-6包打听寻仇,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R20004-6包打听寻仇,Defeat Bao Dating.,,击败包打听。
BattleFieldFail_R20004-6包打听寻仇,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_花四娘结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Hua Siniang</color> join the fight.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>花四娘</color>参战。
BattleFieldWin_花四娘结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_花四娘结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_叶银瓶结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Ye Yinping</color> join the fight.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>叶银瓶</color>参战。
BattleFieldWin_叶银瓶结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
