﻿DefaultPlayerName_Family,Vinegar,ซู
CharacterInfo_独孤剑一,"An orphan adopted by Jian Chi, who is extremely intelligent and talented, can memorize a sword move after seeing it once, but this has made him arrogant and impetuous. Therefore, Jian Chi ordered him to guard the Weapon Pavilion, hoping that he could calm down one day.",เด็กกำพร้าที่มารกระบี่รับมาเลี้ยง เปี่ยมด้วยความสามารถ และพรสวรรค์ สามารถจดจำท่วงท่ากระบี่ได้แม้เห็นเพียงครั้งเดียว นี่เองที่ทำให้เขาเป็นคนเย่อหยิ่งและหุนหันพลันแล่น ดังนั้น มารกระบี่จึงได้สั่งให้เขาทำหน้าที่ป้องกันศาลากระบี่ หวังว่าสักวันเขาจะสงบจิตใจตนได้
CharacterInfo_柳生武藏,"The lord of Great Ant City, the heir of a Japanese swordsmanship family, admired the craftsmanship and Passive of Central Plains weapons when he was young, so he visited Central Plains several times, hoping to learn something. After making a fortune, he established Great Ant City as his base in Central Plains, intending to glorify the Liu Sheng family's Fame.",เจ้าเมืองแมลงปอยิ่งใหญ่ผู้สืบทอดเพลงดาบสำนักหลิวเซิงแห่งญี่ปุ่น  ได้ประจักษ์ถึงความประณีตและพลังภายในของอาวุธยุทธจักรตั้งแต่วัยเยาว์ จึงได้เดินทางมาเยือนยุทธจักรหลายครั้งเพื่อแสวงหาความรู้ เมื่อสั่งสมทรัพย์สมบัติได้มากพอจึงสร้างเมืองมดขึ้นเป็นฐานที่มั่น หวังประกาศเกียรติคุณแซ่หลิวเซิงให้ขจรขจาย
CharacterInfo_服部兵卫,"The deputy lord of Great Ant City, Yagyū Musashi's junior brother and capable assistant, unlike Yagyū Musashi, Hattori Hyoe is decisive and ambitious, believing that Japanese swordsmanship is far superior to Central Plains martial arts, and wants to prove this to the world.",รองเจ้าเมืองแมลงปอผู้ยิ่งใหญ่ ศิษย์น้องผู้เก่งกาจของยางิว มุซาชิ ต่างจากศิษย์พี่ผู้สุขุมรอบคอบ ฮัตโตริ เฮียวเอะเป็นผู้เด็ดขาดและทะเยอทะยาน  เชื่อมั่นว่าวิชาดาบญี่ปุ่นเหนือกว่าวิทยายุทธยุทธจักรและต้องการพิสูจน์ให้โลกได้ประจักษ์
CharacterInfo_月咏樱羽,"The princess of Great Ant City, daughter of Yagyū Musashi, she is in the Central Plains in search of the imperial seal, but has left the Great Ant City due to various reasons.",ลูกสาวบุญธรรมของยางิว มุซาชิ นางทำงานในจงหยวน เพื่อรวบรวมข้อมูลและกำลังคนให้กับเมืองแมลงปอ นางเป็นสตรีที่งดงามแต่ก็มีจิตใจโหดเหี้ยมพอๆ กัน
CharacterInfo_孔一刀,"The leader of Blue Wind Camp, who is highly skilled in martial arts and generous, values the brothers who were born and died with him. As the leader of the bandits, he restrains his men everywhere, does not offend the surrounding people, and only robs corrupt officials who pass by.",ผู้นำค่ายวายุคราม ใจกว้างและมากฝีมือ ให้ความสำคัญกับพี่น้องเป็นตายเป็นอย่างมาก แม้จะมีฐานะเป็นหัวหน้าโจร แต่เขาก็คอยควบคุมคนของตัวเองอย่างเคร่งครัด ไม่ให้ล่วงเกินผู้คน และจะปล้นแต่เพียงข้าราชการทุจริตที่ผ่านมาเท่านั้น
CharacterInfo_计百出,"The head of the Seven Kill Hall of the Divine Flame Sect , whose martial arts are mediocre, but he is wise and resourceful, and is an indispensable think tank for Fang Xiaoian.",หัวหน้าหอเจ็ดสังหารแห่งนิกายไฟศักดิ์สิทธิ์ ฝีมือธรรมดา แต่เขาฉลาดและมีไหวพริบสูง เป็นมันสมองสำคัญที่ขาดไม่ได้สำหรับฟางเสี่ยวเทียน
CharacterInfo_顾倾城,"The number one courtesan in the world, the deputy of the master of Melody House, her beauty is comparable to Luo Xian, her piano skills are only matched in heaven, and her gentle and elegant personality attracts countless men.",หญิงงามอันดับหนึ่งของแผ่นดิน ผู้นำแห่งตำหนักบทเพลง ความงามของเธอเทียบได้กับหลัวเซียน ความสามารถเชิงดนตรีนั้นสูงส่งจนมีเพียงเทพเจ้าที่เทียบได้ อีกทั้งยังมีสุภาพอ่อนหวาน ได้ใจบุรุษนับไม่ถ้วน
CharacterInfo_说书人,"A martial artist of the Jianghu, his lifelong wish is to write a biography for a hero, witnessing his legendary life.",จอมยุทธ์แห่งเจียงหู ความปรารถนาตลอดชีวิตของเขาคือการเขียนชีวประวัติของวีรบุรุษ เพื่อเป็นสักขีพยานในชีวิตในตำนานของเขา
CharacterInfo_沈无欺,"The owner of Night Auction Market, he is resourceful and likes to collect rare treasures from all over the world. He suffers from a strange disease that is causing his memory to deteriorate.",เจ้าของตลาดประมูลราตรี เขาเป็นคนมีไหวพริบและชอบสะสมสมบัติหายากจากทั่วทุกมุมโลก เขาป่วยด้วยโรคประหลาดที่ทำให้ความจำเสื่อม
CharacterInfo_楚狂生,"One of the founders of the Nine Factions Sect, once one of the ""Eight Saints"", his martial arts skills are unfathomable. He once disrupted the three religions single-handedly, and was therefore trapped in the ice cellar under Yunlin Temple by the three religions."
CharacterInfo_绛紫烟,"A female Taoist with no sect, she is aloof and excels in using poison. She possesses a rare treasure, which has attracted the covetousness of the Jiuli Tribe.",นักพรตหญิงที่ไม่มีสำนัก นางเป็นคนสันโดษ เย็นชาและหยิ่งผยอง และเก่งเรื่องการใช้พิษ เนื่องจากนางครอบครองสมบัติล้ำค่าซึ่งเป็นที่ต้องการของชนเผ่าจิ่วลี่
CharacterInfo_牛二,"A ruffian in Chuxiang City, he is a dependant of Lü Zixu and acts as his thug.",เป็นนักเลงในเมืองฉู่เซียง เขาต้องพึ่งพาลู่จีซู่และทำหน้าที่เป็นอันธพาลของเขา
CharacterInfo_李三,"A ruffian in Chuxiang City, he is a dependant of Lü Zixu and provides him with strategies.",เป็นนักเลงในเมืองฉู่เซียง เขาต้องพึ่งพาลู่จีซู่และทำหน้าที่เป็นคนมอบกลยุทธ์ให้เขา
CharacterInfo_江南怪,"A strange old man in the Dirty Street of Chuxiang City, he controls the Dirty Street. He is unkempt, eccentric, humorous, and never plays by the rules.",เฒ่าประหลาดในตรอกเล้าหมูของเมืองฉู่เซียง เขาเป็นคนคุมตรอกเล้าหมู เป็นคนไม่เรียบร้อย นิสัยแปลกประหลาด มีอารมณ์ขัน และไม่เคยทำตามกฎเกณฑ์ใดๆ
CharacterInfo_廖月龙,"A reticent swordsman from a martial arts family, with superb swordsmanship. He suffered a tragedy in his early years, with all his family members except him dying unexpectedly. In order to find the real culprit, he joined King Chai. With your help, he finally avenged his family, and the family's Granite Dragon Sword was also brought back to light."
CharacterInfo_李乐雅,"A humorous man trapped in prison, who has loved music since he was a child. He went to Melody House to steal sheet music, and was mistakenly identified as the culprit who burned down the attic, and was therefore hunted. In order to save his life, he deliberately went to jail.",ชายมากอารมณ์ขันในคุก รักในเสียงดนตรีตั้งแต่ยังเด็ก เขาเดินทางไปยังเรือนเสียงเสนาะเพื่อขโมยคัมภีร์ดนตรี แต่กลับถูกเข้าใจผิดว่าเป็นผู้ลอบวางเพลิง ทำให้ถูกไล่ล่า เพื่อเอาชีวิตรอดจึงได้ยอมถูกจับขังไว้
CharacterInfo_时文修,"The third master of the Cold Skin Gang, a one-eyed Strong man who is reticent. He respects Huo Shilou's orders and gathers information everywhere. This time, he was also ordered to find the treasure map in the Central Plains before returning to the Western Regions.",หัวหน้าสามของพรรคมังสาเหมันต์ ชายผู้แข็งแกร่งตาเดียวผู้เงียบขรึม เขาเคารพคำสั่งของฮั่วซื่อเหล่า เขาเสาะหาหาข้อมูลจากทุกที่ และคราวนี้เขายังได้รับคำสั่งให้ค้นหาแผนที่ขุมทรัพย์ในจงหยวนก่อนจะกลับไปยังภูมิภาคตะวันตก
CharacterInfo_石万三,"The owner of the Glittering Artifact Auction oversees all pawnshop businesses in the world. He regularly holds auctions consisting of extraordinary treasures. His wealth is immense, rivaling that of a nation, making him arguably the richest person in the world.",เถ้าแก่หอไข่มุก ดูแลธุรกิจโรงรับจำนำทั้งหมดในแผ่นดิน เขาจัดการประมูลเป็นประจำด้วยสมบัติล้ำค่าเป็นประจำ ความมั่งคั่งของเขามีมากมายเทียบได้กับแคว้นๆหนึ่งได้เลย ทำให้เขากลายเป็นบุคคลที่ร่ำรวยที่สุดในแผ่นดิน
CharacterInfo_曲忘忧,"The head of the Herbology Sect, his medical skills are unfathomable, rumored to be able to bring the dead back to life. However, he suffers from a strange disease that prevents him from being exposed to sunlight. Despite his extraordinary medical skills, he cannot cure himself.","เจ้าสำนักพฤกษา, ผู้มีความสามารถในวิชาการแพทย์, เมื่ออายุยังน้อย เขาได้รับมรดกความรู้ทางการแพทย์หลายร้อยปีจากสำนักพฤกษาและพัฒนาต่อไป จนถึงระดับการฟื้นคืนชีวิตคนจากความตายและการรักษาผู้บาดเจ็บ."
CharacterInfo_柳本草,"One of the few elite disciples in the Herbology Sect. After the Herbology Sect encountered a change, he was dismissed by Qu Wangyou and entered the martial arts world to make a living with medicine.",หนึ่งในลูกศิษย์ชั้นยอดไม่กี่คนในสำนักพฤกษา หลังจากที่สำนักพฤกษาพบกับการเปลี่ยนแปลง เขาถูกฉู่หวังโหย่วขับไล่ และเข้าสู่โลกยุทธภพเพื่อหาเลี้ยงชีพด้วยวิชาการแพทย์
CharacterInfo_吕文桓,"The commander of Chuxiang City, who controls all affairs in Chuxiang City. But in reality, he is a pleasure-seeking and cowardly person, who considers his appointment as the commander of Chuxiang City to be the most unfortunate event of his life.",ผู้บัญชาการแห่งเมืองฉู่เซียง มีอำนาจควบคุมทุกเรื่องในเมืองฉู่เซียง แต่ในความเป็นจริง เขากับเอาแต่แสวงหาความสุข และเป็นคนขี้ขลาดที่มองว่าการถูกแต่งตั้งเป็นแม่ทัพเมืองฉู่เซียงนี้เป็นเรื่องโชคร้ายที่สุดในชีวิต
CharacterInfo_吕子虚,"The only son of Lü Wenhuan in Chuxiang City, he is arrogant and domineering, causing much suffering to the people who dare not speak out.",ลูกชายคนเดียวของผู้บัญชาการเมืองฉู่เซียง ลู่เหวินหวน เข้าเป็นคนหยิ่งผยอง และข่มเหงผู้อื่น สร้างความเดือดร้อนอย่างมากให้กับผู้คน แต่ไม่มีผู้ใดกล้าพูดออกมา
CharacterInfo_燕罗冲,"One of the four holy envoys of the Divine Flame Sect, the White Tiger Envoy, is responsible for assassinating enemies for the Divine Flame Sect. He is powerful and solitary, has many conflicts with Fang Xiaoian, so he ran away from the Divine Flame Sect and lived in seclusion in Bailing Mountain. He seems to be infatuated with Feng Xuanji and obeys Feng Xuanji's orders."
CharacterInfo_铁面人,"The leader of the Nine Factions Sect, whose real identity and origin are a mystery. He claims that his family was destroyed by the persecution of the Zhao government when he was young, and he has suffered all the hardships of the world ever since. However, he learned unparalleled martial arts from a master. Now he wants to gather all those who have suffered injustice to take revenge on this unreasonable world.",ผู้นำนิกายเก้าฝ่าย ผู้ซึ่งตัวตน และต้นกำเนิดของเขายังเป็นปริศนา อ้างตัวว่าครอบครัวถูกทางการของราชวงค์จ้าวทำลายตั้งแต่เล็ก จากนั้นมาก็ต้องพบเจอแต่ความยากลำบาก อย่างไรก็ตาม หลังจากได้รับการถ่ายทอดยอดวิชาจากอาจารย์ ปัจจุบันเขากำลังรวบรวมเหล่าผู้ที่ได้รับความอยุติธรรมเช่นเขา เพื่อที่จะแก้แค้นโลกอันไร้เหตุผลนี้ซะ
CharacterInfo_柳浮名,The leader of the Tower of Prosperity.,ผู้นำของหอเจิดจรัส
CharacterInfo_福箐郡主,"{Duke Kang}'s sister, who has been raised in the palace since childhood and has not seen the outside world. She appears weak and innocent, but has Herculean strength, making it difficult for ordinary men to approach her.",น้องสาวของ {อ๋องคัง} ถูกเลี้ยงในราชวังมาตั้งแต่เด็ก ทำให้ไม่เคยเห็นโลกภายนอก แม้ภายนอกจะดูอ่อนแอไร้เดียงสา แต่กลับมีพละกำลังมหาศาล ทำให้ยากจะมีชายใดเข้าหา
CharacterInfo_康王,"He is the most outstanding candidate among the younger generation of the Zhao royal family. The previous Zhao Emperor sent him to Jiangnan to train him, but he himself believed that his father was dissatisfied with him, which led to resentment. Now that the world is in chaos, it is also the time for Duke Kang to show his ambition! His ambition is great, not only wanting to unify the world, but also wanting the temples and rivers and lakes to respect him alone.",เขาเป็นทายาทที่โดดเด่นที่สุดในบรรดารุ่นหลังของราชวงศ์จ้าว อดีตฮ่องเต้จ้าวเป็นส่งเขาไปที่เจียงหนานเพื่อฝึกฝน แต่ตัวเขาเองเชื่อว่าบิดาของเขาไม่พอใจในตัวเขา ซึ่งนำไปสู่ความขัดแย้ง ตอนนี้โลกอยู่ในความสับสนวุ่นวาย ก็ถึงเวลาที่อ๋องคังจะแสดงความทะเยอทะยานของเขา! ด้วยความทะเยอทะยานอันยิ่งใหญ่ ไม่เพียงแต่ต้องการรวมแผ่นดินให้เป็นหนึ่งเดียว แต่เขายังต้องการให้ทุกที่เคารพเขาแต่เพียงผู้เดียว
CharacterInfo_紫天,"The second master of the Cold Skin Gang, despite his young age, he is highly skilled and has outstanding skills. However, he is violent and deals with things by violence, thus making many enemies.",หัวหน้าสองของพรรคมังสาเหมันต์ แม้ว่าเขาจะอายุยังน้อย แต่เขามีฝีมือสูงและมีทักษะที่โดดเด่น อย่างไรก็ตาม เขามีความรุนแรงและจัดการกับสิ่งต่างๆ ด้วยความรุนแรงจึงสร้างศัตรูมากมาย
CharacterInfo_霍诗楼,"The leader of the Cold Skin Gang, the overlord of the desert, known for his righteousness in the rivers and lakes, has gathered many heroes and is a character that many forces want to win over.",ประมุขพรรคมังสาเหมันต์เจ้าแห่งทะเลทรายซึ่งขึ้นชื่อในเรื่องความชอบธรรมในแม่น้ำและทะเลสาบได้รวบรวมวีรบุรุษมากมายและเป็นบุคคลที่กองกำลังมากมายต้องการเอาชนะ
CharacterInfo_付瑶琴,"The master of Melody House, with an alluring beauty, usually teaches disciples in the house, lives a simple life, and rarely sees the world. She is proud and fiery, holds a great hostility towards all men in the world, and can even kill without hesitation.",เจ้าสำนักแห่งตำหนักบทเพลง ผู้มีความงดงาม มีเสน่ห์ มักจะสั่งสอนลูกศิษย์ในบ้าน ใช้ชีวิตเรียบง่าย และไม่ค่อยได้ออกไปเห็นโลกภายนอก เธอภูมิใจและเร่าร้อน มีความเกลียดชังต่อผู้ชายทุกคนในโลก และสามารถฆ่าได้โดยไม่ลังเลใจ
CharacterInfo_命不凡,"The head of the Tomb Raider Sect, adept at identifying Feng Shui and searching for ancient tombs. With these skills, he has made a fortune several times and established the Tomb Raider Sect. He and his disciples are committed to collecting all the rare treasures in the world.",ผู้นำสำนักปล้นสุสาน เชี่ยวชาญเรื่องฮวงจุ้ย และการค้นหาสุสานโบราณ จึงอาศัยวิชาเหล่านี้ในการสร้างความมั่งคั่ง และก่อตั้งสำนักโจรปล้นสุสานขึ้น เขา และเหล่าศิษย์ต่างก็มีความตั้งใจในการรวบรวมสมบัติจากทั่วโลกเอาไว้ให้ได้
CharacterInfo_齐王,"Duke Kang's half-brother from the same father. After the fall of Daliang City, he was supported by the Yan Kingdom to take the throne as the regent. Despite his apparent glory, he had to obey the Yan Kingdom in everything. Frustrated, he could only indulge in calligraphy and painting, rarely involving himself in politics. He secretly had the Confucius Temple accumulate power for him and cultivate his followers.",พี่น้องต่างมารดาของอ๋องคัง หลังจากที่เมืองต้าเหลียงพ่ายแพ้ เขาก็ได้รับการสนับสนุนจากแคว้นเยี่ยนให้ขึ้นเป็นผู้สำเร็จราชการที่นั่น แต่ถึงแม้จะดูมีชีวิตรุ่งโรจน์ เขากลับต้องยอมทำตามทุกอย่างที่แคว้นเยี่ยนสั่ง ด้วยความกดดันดังกล่าว จึงทำได้เพียงแต่หมกมุ่นอยู่กับงานอักษร และภาพวาด ยากจะเข้ามายุ่งเกี่ยวกับการเมือง ถึงอย่างนั้นก็ได้แอบสนับสนุนวัดขงจื๊อเพื่อให้เป็นกองกำลังลับของเขา
CharacterInfo_裘之墨,"The sworn brother of Luo Tianxiong from the Crime Investigation Bureau. He is as skilled as Luo Tianxiong, but indifferent to fame and wealth, willingly assisting Luo Tianxiong. He has a strong sense of justice, acts with righteousness, shows no mercy to all evil, and eradicates it, making evildoers terrified and sleepless.",พี่ชายร่วมสามบานของลั่วเทียนเซี่ยงแห่งสำนักสืบสวน มีฝืมือคู่คี่สูสีกับลั่วเทียนเซี่ยง แต่กลับมีชื่อเสียง และลาภยศที่ต่างกันอย่างมากเพราะต้องการสนับสนุนลั่วเทียนเซี่ยง ตัวเขานั้นรักความยุติธรรมเป็นอย่างมาก และประพฤติตนด้วยคุณธรรมอยู่เสมอ คอยกวาดล้างผู้ทำความชั่วอย่างไร้ความปราณี ทำให้เหล่าคนชั่วหวาดกลัวจนไม่อาจนอนหลับ
CharacterInfo_书狂,"One of the four sages of the Confucius Temple. He has been reading poetry and practicing calligraphy since he was a child. Over time, he has realized a set of martial arts from ancient poetry and calligraphy. He has a deep relationship with Hua Chi, like brothers.",หนึ่งในสี่ปราชญ์ของวัดขงจื้อ เขาอ่านบทกวีและฝึกเขียนอักษรมาตั้งแต่เด็ก เมื่อเวลาผ่านไป เขาได้คิดค้นวรยุทธขึ้นมาชุดหนึ่งจากบทกวีและการเขียนตัวอักษรโบราณ เขามีความสัมพันธ์ที่แนบแน่นกับฮวาฉี เปรียบเสมือนพี่น้องกัน
CharacterInfo_画痴,"One of the four sages of the Confucius Temple, obsessed with painting. He often starts painting with any item at hand in the middle of a conversation, never caring about other things. He has a deep relationship with Shu Kuang, but is very bothered by Shu Kuang writing on his paintings without his permission.",หนึ่งในสี่ปราชญ์ของวัดขงจื้อ หลงใหลในการวาดภาพ เขามักจะเริ่มวาดภาพโดยใช้สิ่งของใดๆ ก็ตามที่อยู่ในระหว่างการสนทนา โดยไม่สนใจสิ่งอื่นเลย เขามีความสัมพันธ์ลึกซึ้งกับซูกวง แต่ซูกวงก็เขียนภาพวาดของเขาโดยไม่ได้รับอนุญาต
CharacterInfo_哑琴,"One of the four sages of the Confucius Temple, she is hot-tempered and silent. She spends her days with the sound of the zither, never getting close to people. Even the people of the Confucius Temple know very little about her.",หนึ่งในสี่ปราชญ์ของวัดขงจื้อ เธอเป็นคนอารมณ์ร้อนและเงียบขรึม เธอใช้เวลาทั้งวันไปกับเสียงฉิน ไม่เคยเข้าใกล้ผู้คน แม้แต่คนในวัดขงจื้อก็รู้น้อยมากเกี่ยวกับเธอ
CharacterInfo_霸南天,"The island owner of Shamen Island, a heinous criminal who was sentenced to exile on Shamen Island. However, he turned the tables by killing the guards and became a king-like figure on Shamen Island, having the power of life and death over newly exiled prisoners.",เจ้าของเกาะแห่งเกาะชาเหมิน อาชญากรชั่วร้ายที่ถูกตัดสินให้เนรเทศไปบนเกาะชาเหมิน อย่างไรก็ตาม เขาพลิกสถานการณ์ด้วยการสังหารทหารองครักษ์ และกลายเป็นกษัตริย์บนเกาะชาเหมิน มีอำนาจแห่งชีวิตและความตายเหนือนักโทษที่เพิ่งถูกเนรเทศ
CharacterInfo_洛天雄,"The head of the Crime Investigation Bureau, a famous detective at the peak of Jianghu. He is tough and stubborn when dealing with criminals, not caring about politics or Jianghu affairs, only focusing on his ideal of a world without villains.",หัวหน้าสำนักสืบสวน นักสืบชื่อดังที่สุดของยุทธภพ เขาเป็นคนแข็งแกร่งและดุันเมื่อต้องรับมือกับอาชญากร ไม่สนใจเรื่องการเมืองหรือเรื่องราวของยุทธภพ เพียงมุ่งเน้นไปที่อุดมคติของเขาเพื่อให้แผ่นดินปราศจากคนชั่ว
CharacterInfo_洛千雪,"A disciple of the Crime Investigation Bureau, the younger sister of Luo Tianxiong. She has idolized her brother since childhood and hopes to become a famous detective like him one day.",ศิษย์ของสำนักสืบสวน น้องสาวของลั่วเทียนเซี่ยง นางมีพี่ชายเป็นแบบอย่ามาตั้งแต่เด็ก และหวังว่าจะได้เป็นนักสืบที่มีชื่อเสียงเหมือนกับเขาในสักวันหนึ่ง
CharacterInfo_顾清扬,"One of the four holy envoys of the Divine Flame Sect , the Qinglong Envoy, is the top expert in the Divine Flame Sect  besides the sect master, and has made great contributions to the Divine Flame Sect . He considers himself the only choice for the deputy sect master or even the next sect master.",หนึ่งในสี่ทูตศักดิ์สิทธิ์ของนิกายไฟศักดิ์สิทธิ์ ซึ่งเป็นทูตมังกรฟ้า เป็นผู้อาวุโศระดับสูงในนิกายไฟศักดิ์สิทธิ์ รองจากหัวหน้านิกายและได้มีส่วนร่วมอย่างมากต่อนิกายไฟศักดิ์สิทธิ์ เขาคิดว่าตัวเองเป็นทางเลือกเดียวสำหรับรองหัวหน้านิกายหรือแม้แต่หัวหน้านิกายคนถัดไป
CharacterInfo_陆剑南,"The young master of Beast Manor, the biological son of Tang Tai Jun, but he has no interest in taking over the manor. Instead, he likes to travel and play in the mountains and waters. He even sneaks out of the manor to travel and play with his beloved pet.",นายน้อยแห่งหมู่ตึกหมื่นอสูร บุตรชายแท้ๆ ของถังไท่จุน อย่างไรก็ตาม เขาไม่สนใจที่จะครอบครองหมู่ตึกแห่งนี้ แต่ชอบท่องเที่ยวและเล่นสนุกมากกว่า เขายังย่องออกจากหมู่ตึกเพื่อออกเดินทางและเล่นกับสัตว์เลี้ยงแสนรักของเขา
CharacterInfo_唐太君,"The master of Beast Manor, one of the legendary ""Eight Saints"". After the battle of Chuxiang City, he kept his promise to guard the southwest, restraining the Jiuli Tribe, so that the people of Jiuli dare not set foot in the Central Plains. But with the fall of Daliang and the capture of Emperor Zhao, Tang Tai Jun feels that he is getting old and wants to retire behind the scenes and let the young people take over the manor.","เจ้าของหมู่ตึกหมื่นอสูร หนึ่งใน ""แปดเซียน"" ในตำนาน หลังจากการสู้รบที่เมืองฉู่เซียง นางรักษาสัญญาที่จะปกป้องทิศตะวันตกเฉียงใต้ คอยขัดขวางชนเผ่าต่างๆ ไม่ให้ย่างกายเข้าสู่แผ่นดินจงหยวน แต่ด้วยการล่มสลายของเมืองต้าเหลียงและการจับกุมฮ่องเต้จ้าว ทำให้ถังไท่จุนรู้สึกถึงอายุที่มากขึ้นของนาง และต้องการเกษียณอายุโดยปล่อยให้คนรุ่นหลังเข้ามาดูแลหมู่ตึกแทน"
CharacterInfo_唐婉儿,"The niece of Beast Manor's Tang Tai Jun, the cousin of Lu Jian Nan, and has been engaged to Lu Jian Nan since childhood. After Lu Jian Nan sneaked away from Beast Manor, she has been helping Tang Tai Jun handle the affairs of Beast Manor. She is usually gentle and cute, but sometimes she shows a completely opposite side, quite oppressive.",หลานสาวของถังไท่จุนจากหมู่ตึกหมื่นอสูร ลูกพี่ลูกน้องของลู่เจี้ยนหนาน เธอเป็นคนอ่อนโยนและน่ารัก เข้ากับสัตว์ป่าได้อย่างเป็นธรรมชาติ เธอผูกพันกับลูกพี่ลูกน้องของเธอมาตั้งแต่เด็ก แต่ลูกพี่ลูกน้องของเธอหลีกเลี่ยงเธอ หลังจากที่ลู่เจี้ยนหนาน หนีออกจากบ้าน เธอก็อยู่ในคฤหาสน์เพื่อช่วยถังไท่จุนจัดการเรื่องต่างๆ
CharacterInfo_方小白,"An ambitious waiter who yearns for the Jianghu, hoping to become a hero one day.",เสี่ยวเอ้อธรรมดา ค่อยฟังเรื่องเล่าในยุทธภพจากแขกที่มาอยู่เสมอ โดยหวังว่าสักวัน ตัวเขาเองจะได้เป็นวีรบุรุษผู้กล้าในยุทธภพเช่นกัน
CharacterInfo_杨幺儿,"Seemingly an ordinary soldier, he is actually a descendant of the Yang family. After the Yang family was persecuted, he lived a life of hiding for more than a decade, and only recently returned to a peaceful life. In order to restore the glory of the Yang family, he resolutely joined the army, hoping to become a great general who shakes the world like his father one day.",แม้จะดูเหมือนทหารธรรมดา แต่จริงๆแล้วเขาคือทายาทแห่งตระกูลหยาง หลังจากที่ตระกูลหยางถูกใส่ร้าย เขาก็ได้ใช้ชีวิตอย่างหลบๆซ่อนๆเป็นเวลามากกว่าสิบปี จนพึ่งจะได้กลับมามีชีวิตสงบสุขเมื่อไม่นานนี้ เพื่อที่จะฟื้นฟูความรุ่งโรจน์ของตระกูลหยาง เขาจึงตัดสินใจอย่างแน่วแน่ เข้าร่วมกองทัพ หวังว่าสักวันหนึ่งจะได้เป็นแม่ทัพผู้ยิ่งใหญ่ที่จะสั่นสะเทือนทั่วหล้า ดั่งเช่นพ่อของเขา
CharacterInfo_半瓶神仙醋,"The most mysterious knight in the martial arts world, no one knows where he comes from, but there are legends about him everywhere in the martial arts world.",จอมยุทธผู้ลึกลับที่สุดในยุทธภพ ไม่มีใครทราบว่าเขามาจากไหนกันแน่ แต่กลับมีตำนานมากมายถูกกล่าวขานไปทั่วยุทธภพ
CharacterInfo_无名小村猎户,"A hunter from Nameless village with superb hunting skills. He used to be a subordinate of General Yang who defended Chuxiang City. After the Yang army was disbanded, he fled to Nameless village to hide, and since then he has been living incognito, making a living by hunting.",นายพรานจากหมู่บ้านไร้นาม มีทักษะล่าสัตว์ที่ยอดเยี่ยม ในอดีตเคยเป็นสหายร่วมรบกับแม่ทัพหยาง ผู้ซึ่งปกป้องเมืองฉู่เซียงไว้ในอดีต หลังจากที่กองทัพหยางได้พ่ายแพ้ เขาก็หลบลี้มายังหมู่บ้านไร้นามเพื่อซ่อนตัว นับจากนั้นก็ใช้ชีวิตเงียบๆ อาศัยการล่าสัตว์ประทังชีวิต
CharacterInfo_无名小村铁匠,"The blacksmith of the Nameless Village, he is as strong as an ox and has top-notch blacksmithing skills. He was once the top disciple of the Langya Sword Pavilion, known as the ""Jade-faced Ganjiang"" in his youth, but now it's hard to tell. He ran away from the Sword Pavilion due to certain events and has been living incognito in the Nameless Village.","ช่างตีเหล็กแห่งหมู่บ้านไร้นาม แข็งแรงดุจกระทิง มีทักษะตีเหล็กที่สูงล้ำ ในอดีตเขาเคยเป็นศิษย์อันดับต้นๆแห่งศาลากระบี่หลางหยา สมัยยังหนุ่มเคยเป็นที่รู้จักกันในนาม ""บุรุษหน้าหยก"" แต่ปัจจุบันกลับยากที่บอกเช่นนั้น เขาออกจากสำนักด้วยเหตุบางอย่าง และใช้ชีวิตแบบปกปิดตัวตนอยู่ในหมู่บ้านไร้นาม"
CharacterInfo_无名小村郎中,"When he was young, he devoted himself to studying medicine, hoping to save the world after becoming a great doctor. However, due to his lack of talent, he only knew the basics after wasting half of his life, and could only become a country doctor, treating some minor illnesses to make ends meet.",เมื่อครั้งยังหนุ่ม เขาเคยอุทิศตัวให้กับการศึกษาวิชาแพทย์ หวังว่าจะได้เป็นหมอเลื่องชื่อที่คอยช่วยผู้คนทั่วหล้า ถึงอย่างนั้น ด้วยความที่ไร้พรสวรรค์ จึงทำให้รู้เพียงพื้นฐานแม้จะใช้เวลาร่วมครึ่งชีวิต และได้เป็นเพียงหมอธรรมดาตามชานเมือง รักษาโรคทั่วไปเพื่อประทังชีวิต
CharacterInfo_无名小村老板娘,"The proprietress of Nameless Inn, with excellent cooking skills, a fiery and flexible character. She runs Nameless Inn alone. According to Bao Dating, the people who pursued her could line up to the entrance of Nameless village, but no one could win her heart.",เถ้าแก่เนี้ยแห่งโรงเตี๊ยมไร้นาม มีฝีมือการทำอาหารที่สูงเยี่ยม แต่มีนิสัยที่ค่อนข้างอารมณ์ร้อนยากคาดเดา นางดูแลโรงเตี๊ยมไร้นามด้วยตัวคนเดียว ถ้าอ้างอิงจากคำบอกของเปาต้าถิง บุรุษที่ต้องการจีบนางนั้นมีมากจนสามารถต่อแถวยาวได้ถึงหน้าหมู่บ้าน แต่ก็ไม่มีใครที่ชนะใจนางได้เลย
