﻿题库1_题目1,This is title 1,บทนำที่ 1
太学馆对对子_题目6,"Please complete the couplet: Great Ocean Manual, tolerance is greatness;","Please complete the couplet: Great Ocean Manual, tolerance is greatness; (ตอบข้อ 1)"
太学馆对对子_题目7,"Please complete the couplet: The sound of wind, rain, and reading enters the ears;","Please complete the couplet: The sound of wind, rain, and reading enters the ears; (ตอบข้อ 3)"
太学馆对对子_题目8,Please complete the couplet: A tiger drinks a cup and gets drunk in the mountains;,Please complete the couplet: A tiger drinks a cup and gets drunk in the mountains; (ตอบข้อ 2)
太学馆对对子_题目9,Please complete the couplet: All mountains bow down to it;,Please complete the couplet: All mountains bow down to it; (ตอบข้อ 3)
太学馆对对子_题目10,Please complete the couplet: Water flows from the jade ring;,Please complete the couplet: Water flows from the jade ring; (ตอบข้อ 1)
太学馆对对子_题目11,Please complete the couplet: Favorable wind and rain;,Please complete the couplet: Favorable wind and rain; (ตอบข้อ 2)
太学馆对对子_题目12,Please complete the couplet: The tomb door is locked by misty clouds;,Please complete the couplet: The tomb door is locked by misty clouds; (ตอบข้อ 1)
太学馆对对子_题目13,Please complete the couplet: Three generations of a family buried in the same soil;,Please complete the couplet: Three generations of a family buried in the same soil; (ตอบข้อ 3)
太学馆对对子_题目14,Please complete the couplet: Three religions and nine schools of thought all return to the great path;,Please complete the couplet: Three religions and nine schools of thought all return to the great path; (ตอบข้อ 1)
太学馆对对子_题目15,Please complete the couplet: Teach your children and grandchildren to first teach yourself;,Please complete the couplet: Teach your children and grandchildren to first teach yourself; (ตอบข้อ 3)
太学馆对对子_题目16,Please complete the couplet: The sea is wide for fish to leap;,Please complete the couplet: The sea is wide for fish to leap; (ตอบข้อ 1)
太学馆对对子_题目17,"Please complete the couplet: Among men, a fine horse can gallop a thousand miles;","Please complete the couplet: Among men, a fine horse can gallop a thousand miles; (ตอบข้อ 2)"
太学馆对对子_题目18,Please complete the couplet: Moon under the water;,Please complete the couplet: Moon under the water; (ตอบข้อ 1)
太学馆对对子_题目19,"Please complete the couplet: East, South, West, North;","Please complete the couplet: East, South, West, North; (ตอบข้อ 2)"
太学馆对对子_题目20,Please complete the couplet: Clouds mindlessly emerge from the mountains;,Please complete the couplet: Clouds mindlessly emerge from the mountains; (ตอบข้อ 4)
太学馆对对子_题目21,Please complete the couplet: Actions without shame under heaven and earth;,Please complete the couplet: Actions without shame under heaven and earth; (ตอบข้อ 2)
太学馆对对子_题目22,Please complete the couplet: Heard that mountain stones have no false colors;,Please complete the couplet: Heard that mountain stones have no false colors; (ตอบข้อ 1)
太学馆对对子_题目23,Please complete the couplet: Thousand autumns of ink and brush shock heaven and earth;,Please complete the couplet: Thousand autumns of ink and brush shock heaven and earth; (ตอบข้อ 3)
太学馆对对子_题目24,Please complete the couplet: Peace is originally set by the general;,Please complete the couplet: Peace is originally set by the general; (ตอบข้อ 2)
太学馆对对子_题目25,Please complete the couplet: Destined to meet from a thousand miles away;,Please complete the couplet: Destined to meet from a thousand miles away; (ตอบข้อ 1)
太学馆对对子_题目26,Please complete the couplet: The sharpness of a treasure sword comes from grinding;,Please complete the couplet: The sharpness of a treasure sword comes from grinding; (ตอบข้อ 3)
太学馆对对子_题目27,Please complete the couplet: Holding a three-foot Longquan sword;,Please complete the couplet: Holding a three-foot Longquan sword; (ตอบข้อ 1)
太学馆对对子_题目28,Please complete the couplet: Jade can be shattered but its whiteness cannot be changed;,Please complete the couplet: Jade can be shattered but its whiteness cannot be changed; (ตอบข้อ 2)
太学馆对对子_题目29,Please complete the couplet: Good birds choose trees to nest;,Please complete the couplet: Good birds choose trees to nest; (ตอบข้อ 3)
太学馆对对子_题目30,Please complete the couplet: Proud soldiers often lead to defeat since ancient times;,Please complete the couplet: Proud soldiers often lead to defeat since ancient times; (ตอบข้อ 2)
太学馆对对子_题目31,Please complete the couplet: Horse neighs when it meets a good master;,Please complete the couplet: Horse neighs when it meets a good master; (ตอบข้อ 1)
太学馆对对子_题目32,"Please complete the couplet: Draw a sword to cut water, water flows more;","Please complete the couplet: Draw a sword to cut water, water flows more; (ตอบข้อ 2)"
太学馆对对子_题目33,Please complete the couplet: How can life always go as one wishes;,Please complete the couplet: How can life always go as one wishes; (ตอบข้อ 4)
太学馆对对子_题目34,Please complete the couplet: Ideal not to enjoy the sweet wine.,Please complete the couplet: Ideal not to enjoy the sweet wine. (ตอบข้อ 1)
太学馆对对子_题目35,Please complete the couplet: A thousand cups of fine wine become self-knowledge;,Please complete the couplet: A thousand cups of fine wine become self-knowledge; (ตอบข้อ 2)
太学馆对对子_题目36,"Please complete the couplet: One flower, one Buddha, one world;","Please complete the couplet: One flower, one Buddha, one world; (ตอบข้อ 2)"
太学馆对对子_题目37,Please complete the couplet: Blue Mountain does not ink a thousand autumn paintings;,Please complete the couplet: Blue Mountain does not ink a thousand autumn paintings; (ตอบข้อ 3)
太学馆对对子_题目38,"Please complete the couplet: Fortune comes twice, today it comes;","Please complete the couplet: Fortune comes twice, today it comes; (ตอบข้อ 2)"
太学馆对对子_题目39,Please complete the couplet: Ancient and modern wonders belong to the rocky gorges;,Please complete the couplet: Ancient and modern wonders belong to the rocky gorges; (ตอบข้อ 2)
太学馆对对子_题目40,Please complete the couplet: All mountains are paintings;,Please complete the couplet: All mountains are paintings; (ตอบข้อ 2)
太学馆对对子_题目41,Please complete the couplet: Good books are not tired of reading and re-reading;,Please complete the couplet: Good books are not tired of reading and re-reading; (ตอบข้อ 1)
太学馆对对子_题目42,Please complete the couplet: Ask the green ox who rode away;,Please complete the couplet: Ask the green ox who rode away; (ตอบข้อ 2)
太学馆对对子_题目43,Please complete the couplet: There are no mountains and rivers in the sky;,Please complete the couplet: There are no mountains and rivers in the sky; (ตอบข้อ 4)
太学馆对对子_题目44,Please complete the couplet: The clear wind intends to keep me from staying;,Please complete the couplet: The clear wind intends to keep me from staying; (ตอบข้อ 1)
太学馆对对子_题目45,Please complete the couplet: Don't discuss worldly affairs with Blue Mountain;,Please complete the couplet: Don't discuss worldly affairs with Blue Mountain; (ตอบข้อ 3)
太学馆对对子_题目46,Please complete the couplet: Less water reveals the sand;,Please complete the couplet: Less water reveals the sand; (ตอบข้อ 1)
太学馆对对子_题目47,Please complete the couplet: The moon under the water is like the moon in the sky;,Please complete the couplet: The moon under the water is like the moon in the sky; (ตอบข้อ 4)
太学馆对对子_题目48,Please complete the couplet: Righteous often slaughter the dog breed;,Please complete the couplet: Righteous often slaughter the dog breed; (ตอบข้อ 3)
太学馆对对子_题目49,"Please complete the couplet: Small temple without monks, wind sweeps the ground;","Please complete the couplet: Small temple without monks, wind sweeps the ground; (ตอบข้อ 4)"
太学馆对对子_题目50,Please complete the couplet: Hungry chickens fight for beans;,Please complete the couplet: Hungry chickens fight for beans; (ตอบข้อ 3)
太学馆对对子_题目1_答案1,Discuss the rise and fall of ancient and modern times.,กล่าวถึงความรุ่งเรืองและความเสื่อมถอยใน อดีตและปัจจุบัน
太学馆对对子_题目1_答案2,Discuss the elegance and charm of literature.,กล่าวถึงความสง่างามและเสน่ห์ของวรรณกรรม
太学馆对对子_题目1_答案3,Perfect people in ancient and modern times.,กฎหมายมีความสมบูรณ์ในสมัยโบราณและสมัยใหม่
太学馆对对子_题目1_答案4,Leave a lifetime of purity.,ทิ้งคุณธรรมไปตลอดชีวิต
太学馆对对子_题目2_答案1,Strike those who deserve to be struck with a stretch of the hand.,แค่ยื่นมือออกไปฟาดใครก็ได้ในโลกที่สมควรโดน
太学馆对对子_题目2_答案2,Laugh at those who are laughable in the world with a word.,Laugh at those who are laughable in the world with a word.(ข้อถูก)
太学馆对对子_题目2_答案3,Ride a horse to admire the flowers and the world's myriad of colors.,ขี่ม้าชมดอกไม้และสีสันอันหลากหลายของโลก
太学馆对对子_题目2_答案4,"Drown one's sorrows with wine, drown the sorrow that is hard to untangle.",จมปลักกับสุรา ดับความเศร้าที่ยากจะคลาย
太学馆对对子_题目3_答案1,How can a mantis block the wheel of a cart.,เป็นแค่ตั๊กแตนจะขวางล้อเกวียนได้อย่างไร
太学馆对对子_题目3_答案2,The dragon in the water laughs at the heroes.,มังกรใต้น้ำหัวเราะเยาะเหล่าวีรบุรุษ
太学馆对对子_题目3_答案3,How can a firefly compete with the moonlight.,หิ่งห้อยจะเทียบเทียมแสงจันทร์ได้อย่างไร
太学馆对对子_题目3_答案4,The giant bird laughs at the dove's words.,นกยักต์หัวเราะเยาะถ้อยคำของนกพิราบ
太学馆对对子_题目4_答案1,"One flower, one world.",หนึ่งบุปผา หนึ่งใต้หล้า
太学馆对对子_题目4_答案2,Heart like a clear mirror.,จิตใจดั่งกระจกใส
太学馆对对子_题目4_答案3,Heart like a bright lotus.,จิตใจดั่งบัวสว่าง
太学馆对对子_题目4_答案4,Earth-born intertwined branches.,กิ่งก้านที่พันเกี่ยวกันเกิดจากผืนดิน
太学馆对对子_题目5_答案1,Always make heroes shed tears.,ทำให้เหล่าวีรบุรุษต้องหลั่งน้ำตาเสมอ
太学馆对对子_题目5_答案2,"Short awl in the bag, half-inch blade.",สิ่วสั้นในถุง ใบดาบครึ่งนิ้ว
太学馆对对子_题目5_答案3,Hang the sail directly to cross the sea.,ชักใบเรือข้ามทะเล
太学馆对对子_题目5_答案4,Fierce horse neighs with great momentum.,ม้าพยศร้องก้องด้วยพลังมหาศาล
太学馆对对子_题目6_答案1,"A thousand-foot wall stands, desireless is firm.",กำแพงพันฟุตตั้งตระหง่าน ผู้ไร้กิเลสมั่นคง
太学馆对对子_题目6_答案2,"Great sound is silent, great image is formless.",เสียงยิ่งใหญ่เงียบงัน ภาพยิ่งใหญ่ไร้รูป
太学馆对对子_题目6_答案3,"Knowing is easy, doing is hard, knowing and doing are one.",รู้ได้ง่าย ทำได้ยาก รู้และทำเป็นหนึ่งเดียว
太学馆对对子_题目6_答案4,"One careless move, the whole game is lost.",พลาดเพียงก้าวเดียว พ่ายทั้งกระดาน
太学馆对对子_题目7_答案1,"Watermelon, winter melon, cantaloupe, melon, melon, ripe.",แตงโม ฟักเขียว แคนตาลูป แตง แตง สุกงอม
太学馆对对子_题目7_答案2,"Silk from silkworms, silk from mulberries, gold thread, thread, thread, buttoned.",ไหมจากหนอนไหม ไหมจากต้นหม่อน เส้นทอง เส้นด้าย เส้นด้าย ผูกปม
太学馆对对子_题目7_答案3,"Family affairs, state affairs, world affairs, all affairs concern.",เรื่องครอบครัว เรื่องรัฐ เรื่องโลก ทุกเรื่องล้วนสำคัญ
太学馆对对子_题目7_答案4,"Relatives, lovers, strangers, everyone is self-endangered.",ญาติ คนรัก คนแปลกหน้า ทุกคนล้วนเสี่ยงภัยด้วยตนเอง”
太学馆对对子_题目8_答案1,No money for three years of sobriety.,ไร้เงินสามปีแห่งความใสสะอาด
太学馆对对子_题目8_答案2,Two cups of dragon sleep at the bottom of the sea.,มังกรสองตัวหลับใหลใต้ทะเล
太学馆对对子_题目8_答案3,Three bowls drunk can't pass the post.,ดื่มสามชามยังผ่านด่านไม่ได้
太学馆对对子_题目8_答案4,Self-proclaimed lord is the wine fairy.,ข้าขนานนามตนเองว่าเทพแห่งสุรา
太学馆对对子_题目9_答案1,Wind rises between heaven and earth.,สายลมโชยพัดทั่วทั้งฟ้าและดิน
太学馆对对子_题目9_答案2,Monkeys cry on both sides.,เสียงลิงร้องดังก้องสองฝั่ง
太学馆对对子_题目9_答案3,Lonely cloud lies here.,เมฆโดดเดี่ยวทอดกายอยู่ ณ ที่แห่งนี้
太学馆对对子_题目9_答案4,Tall pines accompany my sleep.,ต้นสนเขียวครึ้มเป็นเพื่อนร่วมห้วงนิทรา
太学馆对对子_题目10_答案1,People walk on the back of the dragon.,ผู้คนเดินอยู่บนหลังมังกรคราม
太学馆对对子_题目10_答案2,Rushing to the sea without returning.,สายน้ำเชี่ยวกรากไหลสู่มหาสมุทร ไม่หวนคืนกลับ
太学馆对对子_题目10_答案3,A lonely city in ten thousand mountains.,เมืองโดดเดี่ยวแท่ามกลางขุนเขาสูงนับหมื่น
太学馆对对子_题目10_答案4,"Moon shines on white sand, sun rises.",แสงจันทร์ส่องหาดทรายขาว ดวงตะวันเริ่มทอแสง
太学馆对对子_题目11_答案1,Bright moon in the sky.,จันทราสุกสกาวกลางเวหา
太学馆对对子_题目11_答案2,The country is prosperous and the people are at peace.,บ้านเมืองอยู่เย็นเป็นสุข ประชาราษฎร์อยู่ร่มเย็น
太学馆对对子_题目11_答案3,Blue mountains and green waters.,เขาเขียวธาราใส
太学馆对对子_题目11_答案4,Sun rises in the east.,อาทิตย์โผล่พ้นฟ้าทางบูรพา
太学馆对对子_题目12_答案1,Dense woods in the rain.,ป่าลึกหนาทึบกลางฝนพรำ
太学馆对对子_题目12_答案2,Walking alone in the clouds and fog.,เดินเดียวดายอ้างว้างท่ามกลางเมฆหมอ
太学馆对对子_题目12_答案3,Rushing river flows eastward.,สายธารอันเชี่ยวกรากไหลสู่ทิศตะวันออก
太学馆对对子_题目12_答案4,Iron bones remain in the world.,กระดูกเหล็กอันแข็งแกร่งยังคงอยู่ในโลกมนุษย์
太学馆对对子_题目13_答案1,Four generations of three dukes pass on family traditions.,สี่ชั่วคนสามขุนนาง สืบทอดจริยธรรมประจำตระกูล
太学馆对对子_题目13_答案2,A piece of ice heart in a jade pot.,หัวใจที่เย็นเยือกดุจน้ำแข็งอยู่ในหม้อหยก
太学馆对对子_题目13_答案3,"Two generations of articles, a hundred generations of spring.",บทประพันธ์สองชั่วคน งดงามตราตรึงร้อยชั่วฤดูใบไม้ผลิ
太学馆对对子_题目13_答案4,Three dynasties open to relieve the old minister's heart.,สามราชวงศ์เปิดทางช่วยเหลือจิตใจขุนนางอาวุโส
太学馆对对子_题目14_答案1,A thousand rocks and ravines form a spectacle.,พันผาหมื่นห้วยรวมเป็นทิวทัศน์มหัศจรรย์
太学馆对对子_题目14_答案2,A thousand words and ten thousand languages are earnest and sincere.,พันวาจาหมื่นคำเอ่ยด้วยความปรารถนาดี
太学馆对对子_题目14_答案3,A thousand mountains and rivers are loyal and devoted.,พันภูผาหมื่นธารา ด้วยใจจงรักภักดี
太学馆对对子_题目14_答案4,A thousand armies and ten thousand horses are full of momentum.,กองทัพนับพัน ม้าศึกนับหมื่น เกรียงไกรเหมือนฟ้าประทาน
太学馆对对子_题目15_答案1,"Know a person's face, but not their heart.",รู้จักหน้า แต่มิอาจล่วงรู้ใจ
太学馆对对子_题目15_答案2,Spare people when you can.,ให้อภัยได้ก็จงให้อภัยเถิด
太学馆对对子_题目15_答案3,"Become an immortal or a Buddha, but first become a human.",ก่อนจะบรรลุเป็นเซียนหรือเป็นพุทธะ จงเป็นมนุษย์ที่สมบูรณ์ก่อน
太学馆对对子_题目15_答案4,"Worship gods and Buddhas, but first worship yourself.",จะเคารพเทพหรือพุทธะ แต่ก่อนอื่นต้องเคารพตนเอง
太学馆对对子_题目16_答案1,The sky is high and allows birds to fly.,ฟ้าสูงให้นกทะยาน
太学馆对对子_题目16_答案2,All paths are deserted.,ทุกเส้นทางร้างรอยผู้คน
太学馆对对子_题目16_答案3,A long journey tests a horse's strength.,หนทางยาวไกลย่อมพิสูจน์พลังอาชา
太学馆对对子_题目16_答案4,"When far from home, one longs to return.",อยู่แดนไกลคิดถึงบ้านเกิด
太学馆对对子_题目17_答案1,A brave man's heart never ages.,ยอดนักสู้แม้ยามชรา หัวใจยังมิเคยหยุด
太学馆对对子_题目17_答案2,A giant fish in the sea can reach the sky.,กลางมหาสมุทร คุนเผิงโบยบินสู่เก้าชั้นฟ้า
太学馆对对子_题目17_答案3,I can go anywhere in the world.,สุดหล้าฟ้าเขียว แม้สุดขอบน้ำ ข้าล่องไปตามใจปรารถนา
太学馆对对子_题目17_答案4,A tiger's roar in the forest can be heard for miles.,เสียงคำรามพยัคฆ์ในป่าก้องไกลหมื่นลี้
太学馆对对子_题目18_答案1,Flowers in the mirror.,บุปผาในกระจก
太学馆对对子_题目18_答案2,Stars in the sky.,ดาราบนผืนฟ้า
太学馆对对子_题目18_答案3,Tigers in the forest.,พยัคฆ์กลางพงไพร
太学馆对对子_题目18_答案4,Geese in the clouds.,ห่านป่าท่ามกลางหมู่เมฆ
太学馆对对子_题目19_答案1,Heaven and earth.,สวรรค์และปฐพี
太学馆对对子_题目19_答案2,"Spring, summer, autumn, and winter.",ฤดูใบไม้ผลิ ฤดูร้อน ฤดูใบไม้ร่วง และฤดูหนาว
太学馆对对子_题目19_答案3,"South, north, west, and east.",ทิศใต้ ทิศเหนือ ทิศตะวันตก และทิศตะวันออก
太学馆对对子_题目19_答案4,Coming and going without a trace.,มาแล้วจากไป ไร้ร่องรอย
太学馆对对子_题目20_答案1,Water that is too clear has no fish.,น้ำใสเกินไปย่อมไร้ปลา
太学馆对对子_题目20_答案2,A person who doesn't learn has no skills.,ผู้ไม่เรียนรู้ย่อมไร้วิชา
太学馆对对子_题目20_答案3,"When the mountains are flat, heaven and earth merge.",ยามภูผาราบเรียบ สวรรค์และปฐพีก็จะรวมเป็นหนึ่งเดียว
太学馆对对子_题目20_答案4,A bird knows when to return when it is tired of flying.,นกเมื่อโบยบินจนเหนื่อยล้า ย่อมหวนคืนรัง
太学馆对对子_题目21_答案1,Justice is in the hearts of the people.,ความเที่ยงธรรมย่อมอยู่ในใจคน
太学馆对对子_题目21_答案2,Praise and criticism have their own seasons.,คำสรรเสริญและตำหนิย่อมมีเวลาของมัน
太学馆对对子_题目21_答案3,Let him talk east and west.,ปล่อยเขาเถิด จะว่าทิศออกทิศตกก็ช่างเขา
太学馆对对子_题目21_答案4,A body full of righteousness is awe-inspiring.,ร่างกายที่เปี่ยมไปด้วยคุณธรรมย่อมน่าเกรงขาม
太学馆对对子_题目22_答案1,Even grass and trees have a true fragrance.,แม้กระทั่งหญ้าและต้นไม้ย่อมมีกลิ่นหอมแท้จริง
太学馆对对子_题目22_答案2,Who says flowers and the moon have no true feelings?,ใครกล่าวว่าบุปผาและจันทราไร้ซึ่งความรู้สึก
太学馆对对子_题目22_答案3,But the sky is a good autumn.,แต่ทว่าท้องฟ้าในฤดูใบไม้ร่วงกลับงดงามยิ่งนัก
太学馆对对子_题目22_答案4,"Looking at the mountains and rivers, there is no confidant.",ท่องทั่วขุนเขาสายนที กลับไร้สหายรู้ใจ
太学馆对对子_题目23_答案1,Golden spears and iron horses come in dreams.,ทวนทองม้าศึกเหล็ก เยือนถึงในห้วงฝัน
太学馆对对子_题目23_答案2,Human feelings are refined into literature.,ความเชี่ยวชาญในอารมณ์มนุษย์ เปรียบดั่งศิลปะแห่งการร้อยเรียงถ้อยคำ
太学馆对对子_题目23_答案3,Clouds and mountains for miles are in the painting.,เมฆและภูเขานับหมื่นลี้ปรากฎอยู่ในภาพวาด
太学馆对对子_题目23_答案4,"Speak not to astonish, but to the point of death.",วาจาหากมิสะเทือนใจคน ข้ายังมิยอมสิ้นลมหายใจ
太学馆对对子_题目24_答案1,I and the general untie the battle robe.,ข้ากับแม่ทัพร่วมปลดเสื้อคลุมศึก
太学馆对对子_题目24_答案2,The general is not allowed to see peace.,มิยอมให้แม่ทัพได้พบความสงบสุข
太学馆对对子_题目24_答案3,One general's success is built on ten thousand bones.,ความสำเร็จของแม่ทัพนั้น ต้องแลกมาด้วยกระดูกนับหมื่น
太学馆对对子_题目24_答案4,How many people return from wars in ancient times?,ตั้งแต่โบราณใครเล่าจักหวนกลับจากสงคราม
太学馆对对子_题目25_答案1,People who are not destined to meet will not meet.,ไร้วาสนา แม้เผชิญหน้า ยังมิอาจได้พบพานกัน
太学馆对对子_题目25_答案2,Meeting doesn't necessarily mean knowing each other.,พบพานกัน ไยต้องเคยรู้จักมาก่อน
太学馆对对子_题目25_答案3,Who in the world doesn't know you?,ในใต้หล้า ผู้ใดไม่รู้จักท่านเล่า
太学馆对对子_题目25_答案4,Meeting by chance is fate.,พบพานกันโดยบังเอิญ ล้วนด้วยวาสนาเป็นใจ
太学馆对对子_题目26_答案1,A person's face and peach blossoms are different reds.,ใบหน้าและดอกท้อ แดงต่างกันไป
太学馆对对子_题目26_答案2,Ten years of hard study ends in vain.,สิบปีลุ่มหลงคร่ำเคร่งศึกษาสุดท้ายกลับสูญเปล่า
太学馆对对子_题目26_答案3,The fragrance of plum blossoms comes from the bitter cold.,กลิ่นหอมของดอกเหมยมาจากความหนาวเหน็บ
太学馆对对子_题目26_答案4,Burning fiercely as if it's nothing.,เปลวไฟโชติช่วงเผาผลาญราวกับเรื่องธรรมดา
太学馆对对子_题目27_答案1,Swear not to stop until the evil is cut down.,หากมิอาจสังหารคนชั่ว ก็จะไม่ยอมวางมือ
太学馆对对子_题目27_答案2,Stepping on auspicious clouds and riding the wind.,สองเท้าย่ำเมฆมงคล ก้าวข้ามสายลมมาดุจเทพเซียน
太学馆对对子_题目27_答案3,Why use a butcher's knife to kill a chicken?,ฆ่าไก่ทำไมต้องใช้มีดเชือดวัว
太学馆对对子_题目27_答案4,Winning fame in life and after death.,ได้ชื่อเสียงทั้งยามมีชีวิตและหลังสิ้นลม
太学馆对对子_题目28_答案1,"Cinnabar can be ground, but its redness cannot be taken away.",ชาดบดได้ แต่สีแดงยังคงมิอาจถูกช่วงชิงไป
太学馆对对子_题目28_答案2,"Bamboo can be burned, but its joints cannot be destroyed.",ไผ่เผาได้ แต่ไม่อาจทำลายปล้อง
太学馆对对子_题目28_答案3,"A man can be killed, but his will cannot be taken away.",ผู้คนถูกฆ่าได้แต่ไม่อาจช่วงชิงปณิธานจากใจเขา
太学馆对对子_题目28_答案4,"A gentleman can be killed, but not insulted.",บุรุษสามารถถูกฆ่าได้ แต่ไม่อาจยอมให้ใครหยามหมิ่นศักดิ์ศรี
太学馆对对子_题目29_答案1,Honorable people do not stand under dangerous walls.,วิญญูชนไม่ยืนใต้กำแพงผุพัง
太学馆对对子_题目29_答案2,It's good to rest under a big tree.,ใต้ร่มไม้อันใหญ่ย่อมร่มเย็นเป็นสุข
太学馆对对子_题目29_答案3,A wise minister chooses his master.,ขุนนางผู้เฉลียวฉลาดย่อมเลือกนายที่จะรับใช้
太学馆对对子_题目29_答案4,A centipede does not stop after death.,ตะขาบตายแต่ยังไม่แข็งทื่อ
太学馆对对子_题目30_答案1,A real man is always poisonous.,แต่ไหนแต่ไรมา หากไร้ความเด็ดขาด ก็ไม่อาจเป็นบุรุษแท้ได้
太学馆对对子_题目30_答案2,Underestimating the enemy often leads to failure.,แต่ไหนแต่ไรมา ผู้ประมาทศัตรูมักหาชัยมิได้
太学馆对对子_题目30_答案3,"Always pursue the enemy, but don't push too hard.",แต่ไหนแต่ไร ไล่ตามศัตรูจนจนตรอก ก็อย่าไล่ตามจนถึงที่สุด
太学馆对对子_题目30_答案4,There is no joking in the army.,แต่ไหนแต่ไรในกองทัพไม่มีคำพูดเล่น
太学馆对对子_题目31_答案1,People die when they meet their loved ones.,ชีวิตนี้ยอมดับสิ้น หากได้พบผู้รู้ใจที่แท้จริง
太学馆对对子_题目31_答案2,Birds fly into the blue sky.,วิหคเข้าสู่หมู่เมฆเขียว ย่อมโบยบินดั่งใจ
太学馆对对子_题目31_答案3,Fish live when they enter the sea.,มัจฉาลงสู่มหาสมุทร จึงได้ชีวิตที่แท้จริง
太学馆对对子_题目31_答案4,Horses return wrapped in their own skin.,ม้าหุ้มหนังห่อซากศพ กลับคืนจากสนามรบ (ตายกลับมา)
太学馆对对子_题目32_答案1,A river of spring water flows eastward.,สายน้ำในฤดูใบไม้ผลิ ไหลไปทางตะวันออกดุจชีวิตที่ไม่อาจย้อนกลับ
太学馆对对子_题目32_答案2,"Raise a cup to drown sorrows, but sorrows multiply.",ชูจอกคิดคลายโศก โศกทับทวี
太学馆对对子_题目32_答案3,"Drawing a sword and looking around, feeling lost.",ชักกระบี่เหลียวมองรอบทิศ ใจว่างเปล่าไร้ทิศทาง
太学馆对对子_题目32_答案4,The Yellow River keeps rolling in.,แม่น้ำฮวงโหไหลเชี่ยวไม่สิ้นสุด
太学馆对对子_题目33_答案1,Don't let the golden cup be empty under the moon.,อย่าให้ถ้วยทองว่างเปล่าใต้แสงจันทร์
太学馆对对子_题目33_答案2,Half drunk and half awake is the real state.,ครึ่งเมาครึ่งตื่น จึงสัมผัสถึงความจริงแท้
太学馆对对子_题目33_答案3,Being plain and simple is the truth.,ความเรียบง่ายไร้การปรุงแต่ง นั่นแหละคือความจริงแท้
太学馆对对子_题目33_答案4,All things only need to be half satisfactory.,ทุกสรรพสิ่งเพียงปรารถนาให้สมหวังแค่ครึ่ง ก็เพียงพอ
太学馆对对子_题目34_答案1,Don't worry about money in the future.,เบื้องหน้ายังอีกไกล อย่าได้มัวแต่นึกถึงทรัพย์สิน
太学馆对对子_题目34_答案2,The future is yet to come.,อนาคตยังมิได้มาเยือน
太学馆对对子_题目34_答案3,Officials don't change their positions.,ขุนนางมิเปลี่ยนตำแหน่ง
太学馆对对子_题目34_答案4,Being the head of a household is not like having a home.,เป็นหัวหน้าครอบครัว แต่กลับเหมือนไร้บ้านให้พักพิง
太学馆对对子_题目35_答案1,Dare to laugh at Huang Chao for not being a man.,กล้าหัวร่อเย้ยหวงเฉาว่าไม่ใช่บุรุษแท้หรือ
太学馆对对子_题目35_答案2,A cup of clear tea can intoxicate.,ชาใสเพียงหนึ่งจอกยังทำให้เมามาย
太学馆对对子_题目35_答案3,Don't laugh at me for being drunk on the battlefield.,หากเมานอนกลางสนามรบ โปรดอย่าหัวเราะเยาะกัน
太学馆对对子_题目35_答案4,Two cups of dragon sleep at the bottom of the sea.,มังกรอสรพิษทั้งคู่ หลับใหลเงียบงันใต้ท้องทะเล
太学馆对对子_题目36_答案1,Every grass and tree is a Kunlun.,หญ้าหนึ่งต้น ไม้หนึ่งกิ่ง ล้วนสะท้อนถึงความยิ่งใหญ่แห่งคุนหลุน
太学馆对对子_题目36_答案2,"Three times of meditation, three times of extinction, three times of Buddha.",สามสมาธิ สามปัญญา สู่การตรัสรู้แห่งโพธิอันสูงสุด
太学馆对对子_题目36_答案3,"Four seasons of peace, wind and rain in order.",สี่ฤดูสงบสุข ลมฝนเป็นใจ
太学馆对对子_题目36_答案4,"Three lives and three worlds, always together.",สามภพสามชาติ ยังร่วมทางเคียงข้างนิรันดร์
太学馆对对子_题目37_答案1,The clear water is like a mirror reflecting the colorful boat.,สายธารใสดั่งกระจกสะท้อนเรือหลากสี
太学馆对对子_题目37_答案2,The morning glow illuminates the mountains.,แสงอรุณสะท้อนขุนเขาทั่วหล้ากลายเป็นสีแดงฉาน
太学馆对对子_题目37_答案3,The green water is a timeless zither without strings.,ธารน้ำเขียวราวพิณไร้สายขับขานตลอดกาล
太学馆对对子_题目37_答案4,The plum blossom emits a unique fragrance in the cold winter.,ดอกเหมยเปล่งกลิ่นหอมเป็นเอกลักษณ์ในฤดูหนาว
太学馆对对子_题目38_答案1,Joy fills the house.,มีความสุขเต็มบ้าน บรรยากาศแห่งความปีติยินดี
太学馆对对子_题目38_答案2,"Misfortunes never come singly, they came last night.",เคราะห์ร้ายมิได้มาลำพัง มันมาเยือนแล้วตั้งแต่ราตรีก่อน
太学馆对对子_题目38_答案3,May the blessings last forever.,ขอให้พรนี้ยั่งยืนตลอดไป
太学馆对对子_题目38_答案4,"Five blessings come to the door, endless joy.",ห้าพรมาเยือนประตูบ้าน สุขสำราญไร้ขอบเขต
太学馆对对子_题目39_答案1,"The lanterns are brilliant, the night is young.",โคมไฟสว่างไสว ค่ำคืนยังอีกยาวไกล
太学馆对对子_题目39_答案2,"Famous people come and go, all are elegant.",คนมีชื่อเสียงมาแล้วก็ไป ทุกคนล้วนสง่างาม
太学馆对对子_题目39_答案3,The elegance of all ages is seen today.,ความสง่างามแห่งทุกยุคทุกสมัยได้เห็นในวันนี้
