M20100-22-13_16,"I understand. If I happen to find him, I will ask for the truth on your behalf.",ข้าเข้าใจแล้ว!...หากบังเอิญพบเจอ ข้าจะช่วยสืบหาความจริงให้เอง
M20100-22-13_17,"In that case, thank you, {PlayerSurName} young hero. We have other things to do, so we won't delay your time. Goodbye.","เช่นนั้น ขอบคุณจอมยุทธน้อย{PlayerSurName} พวกข้าสองคนยังมีธุระที่ต้องสะสาง  \nไม่รบกวนเวลาของท่านแล้ว ไว้พบกันใหม่"
M20100-22-13_18,Goodbye.,แล้วพบกันใหม่...
M20100-22-13_19,"Hehe, goodbye {PlayerGivenName} brother~","พี่{PlayerGivenName} ,ไปแล้วนะ! ไว้พบกันใหม่~"
A15002-8_1,"I lost to this guy last time, should I beat him up this time to avenge my previous defeat?",ครั้งก่อนข้าพ่ายแพ้ให้แก่มัน ครั้งนี้ข้าจะบดขยี้มันให้สิ้น เพื่อเอาคืนความอัปยศ?
DLC5Search1-5-1_1,"Uncle Yang, the Huang Shen you are looking for is already dead.",ลุงหยาง คนที่ท่านตามหานามว่าหวงเสิ่นนั้น… เขาได้ตายไปแล้ว
DLC5Search1-5-1_2,"Dead, dead...",ตาย ตายแล้ว…
DLC5Search1-5-1_3,{yell}Heaven has eyes!,{yell} สวรรค์ช่างมีตา!
DLC5Search1-5-1_4,"This villain is finally dead, Le'er, your revenge is finally avenged...",ไอ้โจรชั่วในที่สุดก็ชดใช้กรรมแล้ว เล่อเอ๋อร์... ความแค้นของเจ้าในที่สุดก็ได้ล้างแค้นแล้ว…
DLC5Search1-5-1_5,Can you two female heroes tell me how this villain died?,แม่นางทั้งสอง ข้าขอถามเถิด เจ้าคนชั่วนั่น ตายอย่างไรหรือ?
DLC5Search1-5-1_6,This... we don't know...,เรื่องนี้… พวกเราเองก็ไม่ทราบ...
DLC5Search1-5-1_7,"When we found him, he was already dead.",ตอนที่พวกเราพบตัวเขา… เขาก็สิ้นใจไปแล้ว
DLC5Search1-5-1_8,Sigh... That villain caused my family to be ruined and my people to die. I just regret that I couldn't cut that villain with my own hands!,เฮ้อ... เจ้าโจรชั่วสารเลวนั้น ทำให้ข้าบ้านแตกสาแหรกขาด สิ่งเดียวที่ข้าเสียใจ คือไม่ได้ฟันมันด้วยมือของข้าเอง!
DLC5Search1-5-1_9,"...Uncle Yang, take this money and find a place to live a good life.",…ลุงหยาง เงินพวกนี้ ท่านเก็บไว้เถอะ ไปหาที่อยู่ใหม่แล้วใช้ชีวิตให้ดีเถอะ
DLC5Search1-5-1_10,"I appreciate your kindness, but I am alone now. Even if I find a good life, what's the point? You should keep the money.",ความหวังดีของพวกเจ้าข้ารับไว้ด้วยใจ แต่ตอนนี้ข้าก็เหลือตัวคนเดียวแล้ว ต่อให้มีชีวิตที่ดีแล้วจะมีประโยชน์อะไร? เงินนี่พวกเจ้าเก็บไว้เถอะ
DLC5Search1-5-2_1,Isn't that Shangguan Hong and Sima Ling? I didn't expect to see them here.,นั่นมัน… แม่นางซ่างกวนหง กับ แม่นางซือหม่าหลิง หรอกหรือ? ข้าไม่นึกว่าจะได้พบกันที่นี่
DLC5Search1-5-2_2,"Miss Shangguan, Sister Ling, I didn't expect to meet you here.",แม่นางซ่างกวน! น้องหลิง! ไม่นึกเลยว่าจะได้มาพวกท่านที่นี่
DLC5Search1-5-2_3,"Ah, it's {PlayerSurName} brother.",อา… เป็นน้อง{PlayerSurName} นี่เอง
DLC5Search1-5-2_4,"{PlayerSurName} young hero, we meet again.",คุณชาย{PlayerSurName} ได้พบกันอีกคราแล้ว
DLC5Search1-5-2_5,Why would Miss Shangguan come here? Could it be...,เหตุใดแม่นางซ่างกวนถึงมาที่นี่ได้? หรือว่า...
DLC5Search1-5-2_6,"No, coming here has nothing to do with Zhu Wen.",ไม่หรอก การมาที่นี่ของข้า หาได้เกี่ยวข้องกับจูเหวินแต่อย่างใด
DLC5Search1-5-2_7,"These two female heroes are great people. The people who come here are desperate. They often bring some money, food, and clothes to help us. They also stand up for us when we encounter injustices.",จอมยุทธ์หญิงทั้งสองท่านนี้ ช่างเป็นยอดคนใจบุญโดยแท้ ผู้คนที่มาถึงที่แห่งนี้ล้วนสิ้นหนทาง ไร้ที่พึ่งพิง พวกนางมักนำเงินทอง เสบียงอาหาร และเสื้อผ้ามาช่วยเหลือพวกเราอยู่เสมอ เรื่องราวที่ไม่เป็นธรรมที่เราประสบพบเจอ พวกนางก็ยื่นมือเข้าช่วยเหลือ และเป็นปากเป็นเสียงให้เราด้วย
DLC5Search1-5-2_8,"Uncle Yang, these are just things we should do.",ลุงหยาง เรื่องพวกนี้ ล้วนเป็นสิ่งที่พวกเราควรกระทำอยู่แล้ว
DLC5Search1-5-2_9,"{PlayerSurName}Young hero, this Uncle Yang was originally a farmer outside Chuxiang City. He rented land from the rich merchant Huang Shen in the city, but Huang Shen raised the rent every year. Uncle Yang couldn't afford it, so Huang Shen took his daughter.",คุณชาย{PlayerSurName} ท่านลุงหยางผู้นี้ เดิมเป็นชาวนาอยู่ชานเมืองฉู่เซียง เขาเช่าที่ดินจากเถ้าแก่หวง “หวงเสิ่น” ในเมือง แต่หวงเสิ่นผู้นั้น ขึ้นค่าเช่าทุกปี ท่านลุงหยางหาเงินเท่าไรก็ไม่พอชำระหนี้ ในที่สุด หวงเสิ่นถึงกับบีบบังคับ ให้ลูกสาวของเขาไปเป็นภรรยาโดยพละการ
DLC5Search1-5-2_10,"Although Huang Shen took his daughter, the rent did not decrease at all. Uncle Yang went bankrupt because of this, and his daughter couldn't bear the humiliation and hanged herself.",แม้หวงเสิ่นจะพรากลูกสาวเขาไปแล้วนั้น ค่าที่ดินยังไม่ลดลงแม้แต่สลึงเดียว ลุงหยางจึงถึงกับล่มจมทั้งบ้าน ส่วนลูกสาวก็ทนการเหยียบย่ำไม่ไหว... สุดท้ายก็แขวนคอตายไปต่อหน้าต่อตา...
DLC5Search1-5-2_11,This Huang Shen is so hateful! Doesn't the government care about his crimes?,คนชื่อหวงเสิ่นผู้นี้ ช่างเลวทรามถึงเพียงนี้เชียวหรือ! แล้วทางการไม่จัดการอะไรเลยรึ?
DLC5Search1-5-2_12,"Heh, young hero, you don't understand. From the Prefect of Chuxiang City to the ordinary constables, who hasn't taken Huang Shen's money? How would they speak for us common people?",เฮอะ... คุณชายท่านยังอ่อนต่อโลกนัก ตั้งแต่เจ้าเมืองฉู่เซียงลงไปถึงแม้แต่มือปราบทั่วไป มีใครบ้างไม่เคยรับสินบนจากหวงเสิ่น? ใครเล่าจะออกหน้าปกป้องชาวบ้านตาดำๆ เช่นพวกเรา?
DLC5Search1-5-2_13,"Ling'er and Sister Hong originally wanted to go to Chuxiang City to find Huang Shen and eliminate the harm for the people, but after some investigation, they found that Huang Shen was already dead, and the murderer has not been found yet.",เดิมทีน้องหลิงกับพี่หงก็หมายจะมุ่งหน้าเข้าเมืองฉู่เซียง ตั้งใจจะจัดการหวงเสิ่นให้ชาวบ้านได้ผดุงความยุติธรรม แต่เมื่อสืบหาเข้าไป กลับพบว่า… หวงเสิ่นตายไปแล้ว แถมยังไม่รู้ว่าใครเป็นคนลงมือ
DLC5Search1-5-2_14,"Huang Shen, a rich man... Could this Huang Shen be the Huang Yuanwai who died in the city?",หวงเสิ่น... เศรษฐีในเมือง... หรือว่าคนผู้นั้นก็คือเถ้าแก่หวงที่ถูกฆ่าในเมือง!?
DLC5Search1-5-2_15,"Uncle Yang, does this Huang Shen live in the first house in Chuxiang City?",ท่านลุงหยาง หวงเสิ่นผู้นั้น อาศัยอยู่ในบ้านหลังใหญ่ที่สุดในเมืองฉู่เซียงใช่หรือไม่?
DLC5Search1-5-2_16,"Yes, that's right.",ใช่ ถูกต้องแล้ว
DLC5Search1-5-3_1,"(Indeed, as Jiang Nanguai said, this Huang Yuanwai is not a good person.)",(เป็นดังคาด... เช่นเดียวกับที่ปีศาจเฒ่า เจียงหนานไกว่ กล่าวไว้ เถ้าแก่หวงนั่น มิใช่คนดีอะไรเลย)
DLC5Search1-5-4_1,(The Imperial Ombudsman who received the same Token... I'm afraid he's not as upright as he claims.),(หากเช่นนั้นท่านผู้ตรวจการ ที่ได้รับตราเหล็กดำเหมือนกัน... จะใช่คนเที่ยงธรรมอย่างที่กล่าวไว้จริงหรือ?)
DLC5Search1-5-5_1,(It seems that Huang Yuanwai is not the great philanthropist people say he is...),(ดูจากเรื่องทั้งหมด... ดูเหมือนเถ้าแก่หวงผู้นี้จะมิใช่ “บุคคลใจบุญ” อย่างที่ชาวบ้านลือกันไว้เลย…)
DLC5Search1-5-6_1,(The Imperial Ombudsman who received the same Token... I'm afraid he's not as upright as he claims.),(หากเช่นนั้นท่านผู้ตรวจการ ที่ได้รับตราเหล็กดำเหมือนกัน... จะใช่คนเที่ยงธรรมอย่างที่กล่าวไว้จริงหรือ?)
DLC5Search1-5-7_1,"By the way, young hero {PlayerSurName}, have you found Zhu Wen's whereabouts?",ว่าแต่... คุณชาย{PlayerSurName} ท่านพอจะทราบที่อยู่ของจูเหวิน บ้างหรือไม่?
DLC5Search1-5-7_2,"No, I still haven't found any information about this person. Have you found anything, Lady Shangguan?",ไม่เลย ข้ายังคงไม่ได้ข่าวคราวของคนผู้นั้นเลย แม่นางซ่างกวน แม้แต่ท่านก็ยังหาไม่พบรึ?
DLC5Search1-5-7_3,"Hmm... But knowing that he is still in Chuxiang City is enough. Ling'er, let's continue our search.",อืม… แต่อย่างน้อยก็รู้ว่าเขายังอยู่ในเมืองฉู่เซียง หลิงเอ๋อร์ พวกเราไปค้นหากันต่อเถอะ
DLC5Search1-5-7_4,"Okay~ Then, brother {PlayerSurName}, we will take our leave now~",ค่ะ~ งั้น... น้องชาย{PlayerSurName} พวกเราขอลาแล้วนะ~
DLC5Search1-5-8_1,"Those two don't look like ordinary vagabonds, what are they doing here?",สองคนนั้น... ดูไม่เหมือนเป็นจอมยุทธ์ธรรมดา พวกเขามาทำอะไรกันที่นี่?
DLC5Search1-5-8_2,"Old man, I want to ask about those two female knights...",ท่านผู้เฒ่า ข้าอยากจะสอบถามเรื่องของจอมยุทธ์หญิงทั้งสองนั้น....
DLC5Search1-5-8_3,"Them? They are great people. Everyone who comes here is desperate, and they often bring money, food, and clothing to help us. They also stand up for us when we face injustice.",พวกนางน่ะรึ? ผู้คนในที่นี้ล้วนไร้ที่พึ่ง พวกนางเป็นผู้มีเมตตายิ่งนัก มักจะนำเงินทอง ข้าวของเครื่องใช้ มาบรรเทาทุกข์ และยังช่วยทวงคืนความยุติธรรมให้พวกเราอีกด้วย
DLC5Search1-5-8_4,I just heard you mention something about Huang Shen...,เมื่อสักครู่ข้าได้ยินพวกท่านเอ่ยถึง หวง...เสิ่น...อะไรสักอย่าง...
DLC5Search1-5-8_5,"Sigh... That's my family business. But since it's all in the past, I'll tell you.",เฮ้อ...นี่ถือเป็นเรื่องเก่าของข้า แต่เมื่อทุกสิ่งล่วงเลยไปแล้ว ข้าจะบอกความจริงให้ท่านฟัง
DLC5Search1-5-8_6,"I'm not a refugee from Zhongzhou. I was originally a farmer outside Chuxiang City, renting land from the rich merchant Huang Shen in the city. But Huang Shen raised the rent every year, and I couldn't afford it even with all my hard work...","ข้าไม่ได้เป็นผู้ลี้ภัยจากจงโจว เดิมทีเป็นชาวนานอกเมืองฉู่เซียง เช่าที่ดินจากเถ้าแก่หวงเสิ่น ทว่าเขากลับขึ้นค่าเช่าทุกปี \nข้าตรากตรำทำไร่ทำนาแทบตาย ก็ยังมิอาจชดใช้หนี้ได้หมดสิ้น.."
DLC5Search1-5-8_7,"In the end, I ended up bankrupt from farming for Huang Shen. I had to mortgage my ancestral home, and even my daughter Le'er was taken by Huang Shen...","ท้ายที่สุด ข้าก็ทำไร่ทำนาให้มันจนสิ้นเนื้อประดาตัว แม้แต่บ้านบรรพบุรุษข้าก็ถูกยึด \nและลูกสาวข้า ""เล่อเอ๋อร์"" ก็ยังถูกไอ้หวงเสิ่นนั่น...กระทำย่ำยี"
DLC5Search1-5-8_8,"I went to the Government Office several times to sue Huang Shen, but everyone in the Government Office had taken money from Huang Shen. How could they care about me, a commoner? I was beaten and driven out of the Government Office...","ข้าไปศาลฟ้องร้องไอ้หวงเสิ่นหลายหน แต่พวกขุนนางก็ต่างล้วนรับสินบน \nไฉนเลยจะแยแสคนจนเยี่ยงข้า สุดท้ายถูกโบยด้วยไม้จนต้องถูกไล่ออกมา"
DLC5Search1-5-8_9,This Huang Shen is too despicable!,ไอ้หวงเสิ่น...นี้ช่างเลวทรามต่ำช้ายิ่งนัก!
DLC5Search1-5-8_10,"The two female knights said the same thing. They went to the city to seek justice for me, but found that Huang Shen was dead...","จอมยุทธ์หญิงทั้งสองก็พูดเช่นเดียวกัน พวกนางเข้าไปในเมืองเพื่อผดุงความยุติธรรมให้ข้า\nแต่ทว่า...ไอ้หวงเสิ่นนั้นได้ตายห่าไปแล้ว..."
DLC5Search1-5-8_11,It's divine retribution. It's just a pity that this evil man only died now!,นับว่าสวรรค์มีตา แต่ก็น่าเสียดายที่ไอ้คนสารเลว เพิ่งจะมาตายเอาป่านนี้!
DLC5Search1-5-8_12,"Huang Shen, a rich man... Could this Huang Shen be the Huang Yuanwai who died in the city?",หวงเสิ่น... เศรษฐีในเมือง... หรือว่าคนผู้นั้นก็คือเถ้าแก่หวงที่ถูกฆ่าในเมือง!?
DLC5Search1-5-8_13,"Old man, did Huang Shen live in the first house in Chuxiang City?",ท่านผู้เฒ่า หวงเสิ่นผู้นั้น อาศัยอยู่ในบ้านหลังใหญ่ที่สุดในเมืองฉู่เซียงใช่หรือไม่?
DLC5Search1-5-8_14,"Yes, that's right.",ใช่ ถูกต้องแล้ว
DLC5Search1-5-9_1,"I understand the situation. You rest well, old man. I'll take my leave.",ข้าเข้าใจแล้ว...ท่านผู้เฒ่าโปรดดูแลสุขภาพด้วย ข้าขอตัวลา
DLC5Search1-6-1_1,"Boss, I have a question for you.",หัวหน้าใหญ่! ข้าน้อยมีเรื่องหนึ่งอยากจะถามท่านหัวหน้าใหญ่ขอรับ!
DLC5Search1-6-1_2,"What's up? Just ask, brother.",เรื่องอันใดรึ? เจ้ามีอะไรก็ถามมาเถิด!
DLC5Search1-6-1_3,"There was a murder in Chuxiang City a few days ago. Huang Yuanwai was attacked and killed. Have you heard about this, boss?",เมื่อไม่กี่วันก่อนในเมืองฉู่เซียงเกิดคดีฆาตกรรมขึ้น เถ้าแก่หวงถูกลอบทำร้ายจนถึงแก่ความตาย เรื่องนี้ท่านหัวหน้าใหญ่เคยได้ยินมาบ้างหรือไม่ขอรับ?
DLC5Search1-6-1_4,"...Yes, I know. That guy was no good. I warned him several times, but he...",...รู้สิ ไอ้หมอนั่นก็ใช่ว่าจะดีเด่อะไร ข้าเตือนมันหลายครั้งแล้ว แต่มันก็—
DLC5Search1-6-1_5,"Boss, did you know Huang Yuanwai?",ท่านหัวหน้าใหญ่รู้จักเถ้าแก่หวงด้วยหรือขอรับ?
DLC5Search1-6-1_6,"...I digress, what were you asking me just now?",...นอกเรื่องไปไกลแล้ว เจ้าเมื่อครู่จะถามอะไรรึ?
DLC5Search1-6-1_7,Oh... I heard that there was a black Token with a Qingfeng pattern next to Huang Yuanwai's body.,โอ้... เป็นเช่นนี้นี่เอง ได้ยินว่าข้างศพของเถ้าแก่หวงมี ตราเหล็กดำ มีสัญลักษณ์สายลมพิสุทธิ์ ตกอยู่
DLC5Search1-6-1_8,...You think I did it?,...เจ้าคิดว่าเรื่องนี้เป็นฝีมือของข้ารึ?
DLC5Search1-6-1_9,I'm just wondering if there might be a connection.,เพียงแต่กำลังคิดว่า...มันอาจจะมีส่วนเกี่ยวข้องอันใดกันหรือไม่
DLC5Search1-6-1_10,"Hmph, take out your own Token and see, does it look like that?",ฮึ่ม ลองหยิบ ตราของเจ้าออกมาดูสิ มันเป็นแบบนั้นหรือเปล่า?
DLC5Search1-6-1_11,"Haha, it's really different...",ฮ่าๆๆ...ช่างแตกต่างกันนัก...
DLC5Search1-6-1_12,"You've been on the mountain for more than a day or two, how can you not know what your own Token looks like?",เจ้าขึ้นเขามาก็มิใช่แค่วันสองวัน ไฉนเลยถึงกับไม่รู้ว่า ตราของตนมีลักษณะเช่นไร?
DLC5Search1-6-1_13,"Besides, when have we ever done anything underhanded? We always rob from the rich to give to the needy.",อีกอย่าง ครั้งไหนบ้างที่พวกเรามิได้ปล้นคนรวยช่วยคนจนอย่างเปิดเผย เมื่อใดกันที่เคยทำเรื่องลอบกัดเช่นนี้?
DLC5Search1-6-1_14,Why would you suspect your own brothers?,ไฉนเจ้าจึงสงสัยพี่น้องร่วมสาบานของเจ้าเองได้?
DLC5Search1-6-1_15,"No, no, I just thought there might be a connection...",ไม่...ไม่นะขอรับ! เพียงเพราะข้าน้อยดูเหมือนจะมีความเกี่ยวพันกันจึง...!
DLC5Search1-6-1_16,"Stop thinking about these useless things, it's better to see what work can be done in the stockade with this time.",อย่ามัวคิดเรื่องไร้สาระพวกนี้เลย! มีเวลาว่างเช่นนี้ไปดูว่าในค่ายมีงานใดให้ทำเสียดีกว่า!
DLC5Search1-6-1_17,"Yes, I'll take my leave~",ขอรับ! ข้าขอตัวก่อน~
DLC5Search1-6-1_18,"(The reaction of the leader just now was a bit strange, as if he knew Master Huang, did the leader deliberately hide something?)",(เมื่อครู่ปฏิกิริยาของหัวหน้าใหญ่ไม่ชอบมาพากลนัก คล้ายกับว่ารู้จักเถ้าแก่หวง หรือว่าหัวหน้าใหญ่จงใจปกปิดสิ่งใดกันแน่?)
DLC5Search1-6-1_19,"(However, this matter is indeed not the style of Blue Wind Camp, it should have no relations with the leader.)",(แต่เรื่องนี้ย่อมมิใช่ธรรมเนียมของค่ายวายุคราม คงมิได้เกี่ยวข้องกับหัวหน้าใหญ่กระมัง)
DLC5Search1-6-2_1,"I've met the leader Kong, I have some questions for the leader.",คารวะท่านหัวหน้าใหญ่ขง ข้ามีบางเรื่องอยากจะสอบถามท่านหัวหน้าใหญ่
DLC5Search1-6-2_2,"If you have something to say, don't waste my time.",มีเรื่องอันใดก็รีบกล่าวมา อย่าได้ถ่วงเวลาของข้า!
DLC5Search1-6-2_3,"There was a murder in Chuxiang City a few days ago. Huang Yuanwai was attacked and killed. Have you heard about this, boss?",เมื่อไม่กี่วันก่อนในเมืองฉู่เซียงเกิดคดีฆาตกรรมขึ้น เถ้าแก่หวงถูกลอบทำร้ายจนถึงแก่ความตาย เรื่องนี้ท่านหัวหน้าใหญ่เคยได้ยินมาบ้างหรือไม่ขอรับ?
DLC5Search1-6-2_4,"...This matter has made a big fuss, of course I know, what's the matter?",...เรื่องมันใหญ่โตถึงเพียงนี้ ข้าเองก็ย่อมต้องรู้สิ มีอะไรหรือ?
DLC5Search1-6-2_5,"I heard that there was a black token with wind patterns next to Master Huang's body, I don't know if it has any relations with Blue Wind Camp.","ได้ยินว่าข้างกายศพของเถ้าแก่หวง มีตราเหล็กดำมีสัญลักษณ์ ""สายลมพิสุทธิ์"" อันหนึ่ง ไม่ทราบว่าเกี่ยวข้องกับค่ายวายุครามหรือไม่ขอรับ"
DLC5Search1-6-2_6,"If you are asking about this, it has nothing to do with me, it's not my style, and it's not the token of Blue Wind Camp.",หากเจ้าจะถามเรื่องนี้ เรื่องนี้ไม่เกี่ยวอันใดกับข้า ไม่ใช่รสนิยมของข้า และก็ไม่ใช่ตราประจำค่ายวายุครามด้วย!
DLC5Search1-6-2_7,"I have something else to do, if you have nothing else, please run away.",ข้ายังมีธุระ หากเจ้าไม่มีเรื่องอันใดแล้ว ก็ออกไปเสีย
DLC5Search1-6-2_8,I...,ข้า...
DLC5Search1-6-2_9,No need to see us off.,ไสหัวไป
DLC5Search1-6-2_10,...I'll take my leave.,...ขอตัวลา
DLC5Search1-6-2_11,"(Thinking carefully, this matter is indeed not the style of Blue Wind Camp, but the leader's attitude seems like he doesn't want to talk about this topic...)",(หากลองคิดดูให้ถี่ถ้วนแล้ว เรื่องนี้ย่อมมิใช่ลักษณะนิสัยของค่ายวายุครามโดยแท้ แต่ท่าทีของหัวหน้าใหญ่นั้น ราวกับไม่ต้องการเอ่ยถึงเรื่องนี้เลย...)
DLC5Search1-6-2_12,"(Anyway, it's better to be careful.)",(อย่างไรเสีย ก็ต้องระวังตัวไว้หน่อยละกัน)
EJ-002-1_1,"The protagonist walks in, the constable comes up to meet him, don't get too close",ตัวเอกเดินเข้าไปข้างใน มือปราบเดินเข้ามาต้อนรับ แต่ไม่ได้เข้าใกล้จนเกินไป
EJ-002-1_2,"{PlayerSurName} Hero, you're finally here, Imperial Ombudsman has been waiting for a long time.",ท่านจอมยุทธ์{PlayerSurName} ในที่สุดท่านก็มาถึงแล้ว! ท่านผู้ตรวจการรอท่านมานานแล้ว!
EJ-002-1_3,Imperial Ombudsman comes over,ท่านผู้ตรวจการ เดินเข้ามา
EJ-002-1_4,Is this the hero you found?,คนผู้นี้คือยอดฝีมือที่เจ้าตามหาหรือ?
EJ-002-1_5,"Report to the sir, this is the famous {PlayerName}, the hero {PlayerSurName}!",เรียนท่านผู้ใหญ่! ผู้นี้คือยอดฝีมือ{PlayerName} ผู้เลื่องชื่อระบือนาม ท่านจอมยุทธ์{PlayerSurName} ขอรับ!
EJ-002-1_6,"(So this person is the Imperial Ombudsman, why is he dressed like this...)",(แท้จริงแล้วคนผู้นี้คือท่านผู้ตรวจการ เหตุใดจึงแต่งกายเช่นนี้...)
EJ-002-2_1,……,……
EJ-002-2_2,"Big brother, what's wrong?",พี่ใหญ่ เกิดอะไรขึ้นหรือ?
EJ-002-2_3,"Nothing, you just act normal, don't let him see me.",ไม่มีอันใด เจ้าก็รับมือไปตามปกติ อย่าให้เขาเห็นข้าก็พอ
EJ-002-2_4,？,?
EJ-002-3_1,"I heard that Imperial Ombudsman has a plan to arrest the murderer, I came to help.",ได้ยินว่าท่านผู้ตรวจการมีแผนการจะจับกุมคนร้าย ข้าน้อยจึงมาขออาสาช่วยเหลือ
EJ-002-3_2,"Imperial Ombudsman takes a step forward, constable stands up and looks at the protagonist",ท่านผู้ตรวจการ ก้าวไปข้างหน้าหนึ่งก้าว มือปราบยืนขึ้นมองไปยังตัวเอก
EJ-002-3_3,"{PlayerName}...Very good, I've heard your name in Daliang.",{PlayerName}...ดีมาก! ข้าเองก็เคยได้ยินชื่อเจ้าที่ต้าเหลียงมาบ้างเหมือนกัน
EJ-002-3_4,"You do seem capable, but arresting a murderer is no small matter, there's no room for carelessness.",มองดูแล้วก็มีฝีมืออยู่บ้าง แต่การจับกุมคนร้ายมิใช่เรื่องเล็กน้อย จะประมาทแม้แต่น้อยก็มิได้!
EJ-002-3_5,"Sir, you mean...",ท่าน..หมายความว่า...
EJ-002-3_6,"{PlayerSurName} Hero, this constable is also a talent in the city, I hope you can show your skills, so that I can understand your abilities.",ท่านจอมยุทธ์{PlayerSurName} มือปราบผู้นี้ก็นับว่าเป็นยอดฝีมือรุ่นเยาว์ในเมือง ขอท่านจอมยุทธ์โปรดแสดงฝีมือให้ข้าได้ประจักษ์ถึงความสามารถของท่านด้วยเถิด!
EJ-002-3_7,"Alright, it should be so.",ก็ได้! ย่อมต้องเป็นเช่นนั้นอยู่แล้ว!
EJ-002-3_8,My apologies!,ต้องขออภัยที่ล่วงเกิน!
EJ-002-4_1,"{PlayerSurName} Hero, what are you...",ท่านจอมยุทธ์{PlayerSurName} นี่ท่านกำลัง...
EJ-002-4_2,"Uh, I...I suddenly have a stomachache, I need to go to the toilet...",เอ่อ ข้า...ข้าปวดท้องกะทันหัน ต้องไปสุขา...
EJ-002-4_3,……,……
EJ-002-4_4,"Wait for me, I'll be back soon!",รอข้าก่อน! ครู่เดียวจะกลับมา!
EJ-002-4_5,This time I really lost face...,ครานี้ข้าอัปยศอดสู...จนมิอาจมองหน้าใครได้แล้ว..
EJ-002-4_6,"Damn it, just a small constable, wait for me to get ready and come back to deal with you!","ไอ้สารเลว! แค่มือปราบตัวเล็กๆ เท่านั้น, \nรอข้าพร้อมเมื่อไหร่ จะกลับมาจัดการเจ้าให้สาสม!"
EJ-002-5_1,"{PlayerSurName} Hero, are you ready this time?","จอมยุทธ{PlayerSurName}, คราวนี้เจ้าพร้อมหรือยัง?"
EJ-002-5_2,"I'm ready, let me show you my real skills!","ข้าพร้อมแล้ว! , ครานี้จะให้เจ้าได้เห็นของจริง"
EJ-002-6_1,I admire you.,น่าเลื่อมใสยิ่งนัก...!
EJ-002-6_2,Thank you for letting me win.,ข้าขอรับชัยชนะไว้ด้วยความเคารพ
EJ-002-6_3,"As expected of {PlayerSurName} hero, it's really eye-opening, with the help of {PlayerSurName} hero, why worry about the thief not being brought to justice?","สมแล้วที่เป็นท่านจอมยุทธ์{PlayerSurName} ทำให้ข้าเปิดหูเปิดตาโดยแท้ \nมีจอมยุทธ์{PlayerSurName} คอยช่วยเหลือ เหตุไฉนคนร้ายจะไม่ยอมจำนนเล่า?"
EJ-002-6_4,"Sir, you flatter me, may I know the plan of sir to catch the thief?",ท่านกล่าวชมเกินไปแล้ว ไม่ทราบว่าท่านมีแผนการจับกุมคนร้ายอย่างไรบ้าง?
EJ-002-6_5,"Of course there is a plan, but the situation has changed a bit now...","แผนการย่อมมีอยู่แล้ว, แต่ว่าตอนนี้สถานการณ์กลับไม่เป็นไปตามที่คิด..."
EJ-002-6_6,"I need to discuss some strategies with {PlayerSurName} hero, this plan is very secret, to prevent eavesdropping, you go outside to guard, don't let suspicious people get close.","ข้ากับจอมยุทธ์{PlayerSurName} ต้องวางแผนการ ซึ่งเป็นความลับสุดยอด เพื่อไม่ให้ข่าวคราวรั่วไหล \nเจ้าจงไปเฝ้าอยู่ข้างนอก อย่าให้ผู้ใดน่าสงสัยเข้ามาใกล้เด็ดขาด!"
EJ-002-6_7,Yes.,ขะ... ขอรับ...
EJ-002-6_8,"{PlayerSurName}Hero, don't just stand at the door, come in and have a seat.","จอมยุทธ์{PlayerSurName}, อย่ามัวยืนอยู่หน้าประตูเลย เข้ามานั่งคุยกันข้างในเถิด"
EJ-002-6_9,"No need, we Vagabonds are used to standing, it doesn't tire us.",ไม่จำเป็นหรอก พวกเราชาวยุทธภพ ยืนเช่นนี้ หาได้รู้สึกเหนื่อยล้าไม่...
EJ-002-6_10,Well... let's go inside and talk.,ถ้าเช่นนั้น... พวกเราเข้าไปพูดคุยกันด้านในเถิด
EJ-002-6_11,"Imperial Ombudsman, what is the plan exactly?",ท่านผู้ตรวจการ ตกลงแผนการเป็นเช่นไร?
EJ-002-6_12,"You should be familiar with the case of Huang, the wealthy merchant, right?",คดีเถ้าแก่หวง ท่านจอมยุทธ์{PlayerSurName} คงจะเข้าใจทั้งหมดแล้วมิใช่หรือ?
EJ-002-6_13,"Yes, I've heard about it in general.",อืม... ข้าพอจะรับรู้เรื่องราวทั้งหมดแล้ว
EJ-002-6_14,"Previously in Daliang City, there were several cases where a black token was found near the victims.",ก่อนหน้านี้ที่เมืองต้าเหลียง มีคดีฆาตกรรมเกิดขึ้นหลายคดี โดยข้างกายของผู้ตายล้วนมีตราเหล็กดำ อยู่หนึ่งอัน
EJ-002-6_15,We initially thought that the token was left by the killer as a way to announce their identity.,เดิมทีพวกเราต่างก็คิดว่า ตราเหล็กดำนี้เป็นสิ่งที่คนร้ายทิ้งไว้ เพื่อประกาศตัวตนให้ทุกคนได้รับรู้
EJ-002-6_16,"From what you're saying, it seems that's not the case?",ฟังจากท่านแล้ว เรื่องราวคงมิได้ตรงกับที่ได้ยินมา?
EJ-002-6_17,"Please take a look, {PlayerSurName} hero.",จอมยุทธ์{PlayerSurName} โปรดดูนี่...
EJ-002-6_18,"This, a black token, with a pattern of gentle breeze...",นี่... ตราเหล็กดำ สัญลักษณ์สายลมพิสุทธิ์
