FactionInfo_将军府,"The Chuxiang City garrison led by Lü Wenhuan, caught between multiple forces, is seeking a survival plan.",กองทหารรักษาการณ์ประจำเมืองฉู่เซียง ที่นําโดยลู่เหวินหวน ซึ่งตกอยู่ท่ามกลางแผนโจมตีจากหลายฝ่ายและกําลังค้นหาแผนการเอาชีวิตรอด
FactionInfo_燕子窝,"Created by the legendary thief ""Yanzi Li"" who is at the top of Qinggong, his stealing technique and Qinggong are unparalleled in the world. Often in the blink of an eye, he has already pickpocketed, and there is no trace of him coming and going.","ก่อตั้งโดยจอมโจรในตำนาน ""หลี่เยี่ยนสือ"" ผู้มีวิชาตัวเบาเป็นเลิศ ทักษะการขโมยของเขาและวิชาตัวเบาไม่มีใครทัดเทียมได้ ฉกชิงในพริบตา ไปมาไร้ร่องรอย"
FactionInfo_珠光宝气楼,"Located in Daliang City, it has the most magnificent building in the whole Daliang City, with countless properties under it, and the treasures inside are dazzling. Regular auctions are held, with countless rare treasures waiting to be sold.","เมืองต้าเหลียง มีอาคารที่งดงามพร้อมสถาปัตยกรรมอลังการที่สุด และมีทรัพย์สินมากมายนับไม่ถ้วนอยู่ด้านล่าง,สมบัติภายในตระการตา มีการประมูลขายทอดตลาดเป็นประจำ,สมบัติล้ำค่าจำนวนนับไม่ถ้วนรอการซื้อขาย"
FactionInfo_繁华似锦楼,"Based in Daliang City, it is the most drunken and golden place in the world. Here, the ugliness of human nature is fully exposed.",เมืองต้าเหลียง เป็นสถานที่ที่มีคนขี้เมาและมั่งคั่งมากที่สุดยุทธภพ ที่นี่สันดานที่แท้จริงของมนุษย์จะถูกเปิดเผยออกอย่างชัดเจน
FactionInfo_无名小村,"A nameless small village. The terrain here is vast, with few inhabitants. The villagers are self-sufficient, far away from the disputes of the outside world.",หมู่บ้านเล็กๆที่ไม่มีชื่อ ผืนดินกว้างใหญ่ มีผู้คนอาศัยอยู่ไม่มาก ชาวบ้านล้วนพึ่งพาตนเองได้ ห่างไกลจากความขัดแย้งภายนอก
FactionInfo_青风寨,"A bandit nest led by Kong Yidao. Although they are a group of mountain bandits, they have put up the banner of ""doing justice on behalf of the heaven"". They never rob the common people, nor bully the weak. They only rob the ""unjust wealth"", and are a thorn in the side of the government.","กลุ่มโจรที่นำโดยขงอี้เตา แม้ว่าพวกเขาจะเป็นโจรภูเขาแต่กลับชูธง ""ผดุงธรรมแทนฟ้า"" ไม่ปล้นสามัญชน ไม่ข่มเหงผู้อ่อนแอ พวกเขาปล้นแต่พวกที่ได้ทรัพย์มาโดยมิชอบเท่านั้น แล้วยังเป็นหนามยอกของทางการอีกด้วย"
FactionInfo_迷踪林,"The forest near the Nameless village, with complex roads, is easy to get lost. There are poisonous snakes, wild boars and other beasts. Be careful when passing by.",ป่าใกล้ๆหมู่บ้านไร้นามที่มีเส้นทางสลับซับซ้อนหลงทางได้ง่าย มีงูพิษ หมูป่า และสัตว์อื่นๆ หากผ่านไปแถวนั้นต้องระวังตัวให้ดี
FactionInfo_野狼谷,The deep mountain valley near the Nameless village has been occupied by wolves. The howling of wolves can be heard all year round. Travelers will detour when passing by.,หุบเขาลึกที่ใกล้กับหมู่บ้านไร้นามถูกฝูงหมาป่ายึดครอง เสียงเห่าหอนของฝูงหมาป่ามีให้ได้ยินกันตลอดทั้งปี นักเดินทางจำใจจะต้องอ้อมไปไกลเวลาเดินทางผ่านที่แห่งนี้
FactionInfo_脏街,"A lawless area in Chuxiang City, where even the government dare not enter at will. It is a gathering place for all kinds of criminals and vagrants, a lawless land.",พื้นที่ที่ผิดกฎหมายในเมืองฉู่เซียง ที่แม้แต่ทางการก็ไม่กล้าเข้าไปตามใจชอบ เป็นสถานที่รวมตัวของอาชญากรและคนเร่ร่อนทุกประเภทซึ่งเป็นดินแดนที่ผิดกฎหมาย
FactionInfo_风闻台,"A mysterious organization in the martial arts world. Their people are rarely seen, but they know everything about the martial arts world.",องค์กรลึกลับในยุทธภพ ไม่ค่อยมีใครเห็นพวกเขา แต่พวกเขารู้ทุกอย่างเกี่ยวกับยุทธภพ
FactionInfo_白云观,"A Taoist temple located in Chuxiang City, built by the emperor's order. It is bustling every day.",อารามสำนักเต๋าที่ตั้งอยู่ในเมืองฉู่เซียง สร้างขึ้นตามคำสั่งขององค์ฮ่องเต้ มันคึกคักทุกวัน
FactionInfo_流民营,"A small camp built by the northern refugees outside Chuxiang City, providing a place for the poor displaced people in the storm.",ค่ายเล็กๆ ที่สร้างขึ้นโดยผู้ลี้ภัยทางตอนเหนือนอกเมืองฉู่เซียง เพื่อเป็นที่พักสำหรับผู้พลัดถิ่นที่ยากจนท่ามกลางพายุ
FactionInfo_大王寨,"A mountain stronghold in the Nameless Region, where the leader Gui Jianchou is the king of the mountain, causing trouble in the world. Travelers passing through the Nameless Region are often troubled by him.",ค่ายโจรบนภูเขาในเขตพื้นที่ไร้นาม ซึ่งกุ่ยเจี้ยนโฉวผู้นำโจรภูเขายึดครองภูเขาทั้งลูกและขึ้นเป็นราชา สร้างปัญหาให้กับยุทธภพ ผู้คนที่เดินทางสัญจรผ่านพื้นที่นิรนามมักจะเจอปัญหาจากเขา
FactionInfo_保国寺,A large temple in Daliang City.,วัดใหญ่ในเมืองต้าเหลียง
FactionInfo_云林寺,"A large temple in Lin'an City, said to have a Martial Arts Manual.",วัดขนาดใหญ่ในเมืองหลินอัน ว่ากันว่ามีตำราวิทยายุทธลับ
FactionInfo_镇西关,"A pass in the Nameless Region, always prepared for the invasion of foreign tribes from the southwest.",ทางผ่านในเขตพื้นที่ไร้นาม คอยระวังการรุกรานจากต่างชาติจากทางตะวันตกเฉียงใต้อยู่เสมอ
FactionGuard_0,"You choose not to take the road to heaven, but to break into hell!|Since you dare to come, then stay!",เจ้าไม่เลือกหนทางสู่สวรรค์ แต่ยืนกรานที่จะบุกลงนรก!|ในเมื่อกล้ามาก็อยู่ต่อ!
FactionGuard_1,"It's young hero {PlayerSurName}, what can I do for you?",จอมยุทธน้อย{PlayerSurName} ให้ข้าช่วยอะไรเจ้าได้บ้าง?
FactionGuard_2,Wandering around,เดินไปรอบๆ
FactionGuard_3,"If it's young hero {PlayerSurName}, of course there's no problem.|Please come in quickly!",ถ้าเป็นจอมยุทธ์น้อย{PlayerSurName} ก็ไม่มีปัญหา|กรุณาเข้ามาโดยเร็ว!
FactionGuard_4,"Since young hero {PlayerSurName} holds the token, we naturally dare not stop.",ในเมื่อจอมยุทธ์น้อย{PlayerSurName} ถือตราสัญลักษณ์ พวกเราไม่กล้าห้าม
FactionGuard_5,"You are not yet qualified to come and go freely, strive to make us recognize you more!",เจ้ายังไม่มีคุณสมบัติที่จะเข้าออกได้อย่างอิสระ พยายามทำให้เราจดจำเจ้าได้มากขึ้น!
FactionGuard_6,Force through {0},ทะลวงผ่าน {0}
FactionGuard_7,How dare you! Kill this villain on the spot!|How outrageous!,กล้าดียังไง! สังหารจอมโจรผู้ชั่วร้ายคนนี้ทันที!!|ช่างไร้เหตุผล!
FactionGuard_8,Run away,ออกไป
FactionGuard_9,"{PlayerName}! You have made mistakes repeatedly, you must be punished today!",{PlayerName}! เจ้าทำผิดพลาดซ้ำแล้วซ้ำเล่า วันนี้เจ้าต้องถูกลงโทษ!
FactionGuard_10,Pay {0} coins,จ่าย {0} อีแปะ
FactionGuard_11,This is an exception!,นี่เป็นข้อยกเว้น!
FactionGuard_12,Pay {0} level {1} (quantity 1),จ่าย {0} ระดับ {1}
FactionGuard_13,This is an exception!,นี่เป็นข้อยกเว้น!
FactionGuard_14,Imprisonment for {0} days,จำคุก {0} วัน
FactionGuard_15,Humph! Reflect on your actions!,ฮึ! ทบทวนการกระทำของเจ้า!
FactionGuard_16,Taste the flavor of {0},ลิ้มรสชาติของ {0}
FactionGuard_17,This is an exception!,นี่เป็นข้อยกเว้น!
FactionGuard_18,Start the fight!,เริ่มการต่อสู้!
FactionGuard_19,"If you dare to resist, don't blame me for being rude!",ถ้ากล้าขัดขืนอย่าหาว่าหยาบคายนะ!
FactionGuard_20,{PlayerName}! You will pay for your actions today!,{PlayerName}! เจ้าจะต้องชดใช้ต่อการกระทำของเจ้าวันนี้!
FactionGuard_21,"Humph! If you don't drink the toast, you have to drink the penalty, the crime is increased!",ฮึ่ม! ถ้าเจ้าไม่อยากได้น้ำใจ งั้นเจ้าก็เตรียมรับน้ำโหของข้าไปแทนแล้วกัน! และโทษของเจ้าก็จะเพิ่มมากขึ้น!
FactionLeader_0,Greeting,คารวะ
FactionLeader_1,"Has young hero {PlayerSurName} made progress?|Young hero {PlayerSurName}, I hope you are well.",จอมยุทธน้อย {PlayerSurName} ก้าวหน้าขึ้นบ้างหรือเปล่า?|จอมยุทธน้อย {PlayerSurName} ข้าหวังว่าท่านจะสบายดี
FactionLeader_2,Spar,ประลอง
FactionLeader_3,"In a martial arts contest, stop at the right time.",ในการประลองยุทธ โปรดหยุดมือเมื่อรู้ผล
FactionLeader_4,Make friends,ผูกมิตร
FactionLeader_5,Join,เข้าร่วม
FactionLeader_6,Pay respects,แสดงความเคารพ
FactionLeader_7,{PlayerName} Keep working hard!|Did {PlayerName} slack off today?,{PlayerName} พยายามให้หนักต่อไป!|วันนี้ {PlayerName} หย่อนยานหรือเปล่า?
FactionLeader_8,{PlayerName} Let me give you some advice.,{PlayerName} ให้ข้าชี้แนะอะไรเจ้าบ้าง
FactionLeader_9,Leave the door,ออกจากสำนัก
FactionLeader_10,Money,เงิน
FactionLeader_11,How much sincerity do you want to show to make friends with us?,เจ้ามีความจริงใจมากแค่ไหนเพื่อเป็นสหายกับเรา?
FactionLeader_12,Manual,ตำรา
FactionLeader_13,Equipment,ของสวมใส่
FactionLeader_14,Treasures,สมบัติ
FactionLeader_15,Think again,ลองคิดอีกครั้ง
FactionLeader_16,……,……
FactionLeader_17,"With you, our future is promising!|{PlayerName} has been diligent recently, good job.|{PlayerName} is making rapid progress, well done.",ด้วยเจ้า อนาคตของเราจะมีหวัง!|{PlayerName} มีความขยันหมั่นเพียรเมื่อเร็วๆ นี้ ทำได้ดีมาก|{PlayerName} มีความก้าวหน้าอย่างรวดเร็ว ทำได้ดีมาก
FactionLeader_18,{PlayerSurName} is indeed extraordinary!,{PlayerSurName} เจ้านี้ไม่ธรรมดาจริงๆ!
FactionLeader_19,"{PlayerName} needs to practice more!|Humph, it seems that {PlayerName} you haven't been very dedicated recently!",{PlayerName} ต้องฝึกฝนมากกว่านี้!|ฮึ่ม ดูเหมือนว่า{PlayerName} เจ้าจะไม่ได้ทุ่มเทมากนักในช่วงนี้!
FactionLeader_20,"Has {PlayerSurName} overestimated himself?|Alas, {PlayerSurName} needs to practice more!",{PlayerSurName} ประเมินตัวเองสูงไปหรือเปล่า?|อนิจจา {PlayerSurName} ต้องฝึกฝนมากกว่านี้!
FactionLeader_21,You're not qualified yet! (Need Fame to reach {0}),เจ้าไม่มีคุณสมบัติมากพอ! (ต้องการชื่อเสียงถึงระดับ {0})
FactionLeader_TrialLevel_0,One success power,พลังหนึ่งส่วน
FactionLeader_TrialLevel_1,Three success power,พลังสามส่วน
FactionLeader_TrialLevel_2,Five success power,พลังห้าส่วน
FactionLeader_TrialLevel_3,Seven success power,พลังเจ็ดส่วน
FactionLeader_TrialLevel_4,Full power,พลังสิบส่วน
FactionLeaderGetPresent_0,……,……
FactionLeaderGetPresent_1,{PlayerSurName} appreciates your kindness.,{PlayerSurName} ขอขอบคุณในความมีน้ำใจของท่าน
FactionLeaderGetPresent_2,{PlayerSurName} You're too kind!,{PlayerSurName} เจ้าช่างมีน้ำใจยิ่งนัก!
FactionLeaderGetPresent_3,{NpcJobTalk:自我称呼} will make good use of this money.|{PlayerSurName} will remember your kindness.,{NpcJobTalk:自我称呼} จะใช้เงินนี้ให้เกิดประโยชน์|{PlayerSurName} จะจดจำความเมตตาของท่าน
FactionPlayer_0,%s%{0} joins <#e1760d>{1}</color>,%s%{0} เข้าร่วม <#e1760d>{1}</color>
FactionPlayer_1,%s%{0} leaves <#e1760d>{1}</color>,%s%{0} ออกจาก <#e1760d>{1}</color>
FactionPlayer_2,%s%{0} joins <#0ebad9>{1}</color>,%s%{0} เข้าร่วม <#0ebad9>{1}</color>
FactionPlayer_3,%s%{0} leaves <#0ebad9>{1}</color>,%s%{0} ออกจาก <#0ebad9>{1}</color>
FactionFame_齐王登基,
FactionName_残棋个人势力,
FactionName_书狂个人势力,
FactionName_画痴个人势力,
FactionName_哑琴个人势力,
FactionName_诸葛神机个人势力,
FactionName_完颜昭宁个人势力,
FactionName_新九流门,New Nine Factions Sect,นิกายเก้าฝ่ายใหม่
FactionName_龙翔镖局总镖头,
FactionName_M20100-2损道人替身,
FactionName_R10003-5恶乞丐替身,
FactionInfo_新九流门,"The Nine Factions Sect, which you have rebuilt by eradicating the old wounds, how will it develop in the future? Will it do good and help the world, or will it do evil and harm one side? All these are in your thoughts.",นิกายเก้าฝ่ายที่เจ้าสร้างขึ้นใหม่โดยการกำจัดแผลเก่าจะเป็นไปอย่างไรในอนาคต? จะทำดีช่วยโลกหรือจะทำเรื่องชั่วร้ายฝ่ายเดียว? ทั้งหมดนี้ล้วนอยู่ในเงื้อมมือของเจ้า
FactionName_School-2010-2老婆婆演员,
FactionType_4,Other,อื่นๆ
FactionName_凤璇玑个人势力,
FactionName_燕罗冲个人势力,
FactionName_炎城,Flame City,เมืองอัคคี
FactionName_本草居,Plant House,ตำหนักพฤกษา
FactionName_玉门关,Jade Gate,ด่านประตูหยก
FactionName_束云寨,Cloud Camp,ค่ายเมฆา
FactionName_长安客栈,Chang'an Inn,โรงเตี๊ยมฉางอัน
FactionName_公用怪物,
FactionName_逆风笑,
FactionName_大白鹅1,
FactionName_牛二,
FactionName_李三,
FactionName_陆剑南,
FactionName_雪绒,
FactionName_白虎,
FactionName_白狐,
FactionName_鹰兄,
FactionName_修罗真人,
FactionName_火蟾蜍,
FactionName_雪山居民,
FactionName_共祭养的公鸡,
FactionName_梨花羡,
FactionInfo_炎城,"Originally the camp of the Cold Skin Gang, after years of development and renovation, it has now become one of the largest and most important commercial hubs on the important trade routes between the Central Plains and the Western countries, and is even known as the gathering place of hundreds of merchants.",เดิมทีเป็นค่ายของพรรคมังสาเหมันต์ หลังจากพัฒนาและปรับปรุงมาหลายปี ปัจจุบันได้กลายเป็นหนึ่งในศูนย์กลางการค้าที่ใหญ่ที่สุด และสำคัญที่สุดบนเส้นทางการค้าที่สำคัญระหว่างจงหยวนและแดนตะวันตก เป็นที่รู้จักในนามสถานที่แห่งรวมตัวของพ่อค้าหลายร้อยคน
FactionInfo_束云寨,"A group of poachers in the southwest, who hunt rare animals and transport them to the Central Plains through special channels in exchange for a large amount of money.",กลุ่มนักล่าสัตว์ทางตะวันตกเฉียงใต้ ที่ล่าสัตว์หายากและขนส่งพวกมันไปยังจงหยวนผ่านช่องทางพิเศษเพื่อแลกกับเงินจำนวนมาก
FactionInfo_本草居,"A clinic established in the southwest by Liu Bencao, a former disciple of the Herbology Sect, aiming to treat as many people as possible who are suffering from poisonous insects and miasma.",โรงหมอที่ก่อตั้งขึ้นทางตะวันตกเฉียงใต้โดยหลิวเปิ่นเฉา อดีตศิษย์สำนักพฤกษา โดยมีเป้าหมายที่จะรักษาผู้คนที่กำลังทุกข์ทรมานจากแมลงมีพิษและโรคประจำตัวให้ได้มากที่สุด
FactionInfo_玉门关,"A major pass in the Zhongzhou Region, beyond the Jade Gate is the endless desert of the northwest region.",เส้นทางสำคัญในภูมิภาคจงโจว เลยจากด่านประตูหยกไปคือทะเลทรายอันไม่มีที่สิ้นสุดของภูมิภาคตะวันตกเฉียงเหนือ
FactionInfo_长安客栈,"An inn located in the northwest desert, it is the only place to stay and supply after leaving the Jade Gate and before entering Flame City. It is well-organized under the management of the young landlady Haitang Qiu.",โรงเตี๊ยมขนาดเล็กที่ตั้งอยู่ในทะเลทรายทางตะวันตกเฉียงเหนือ เป็นสถานที่แห่งเดียวสำหรับเข้าพักและจัดหาสิ่งของหลังจากออกจากด่านประตูหยกและก่อนเข้าสู่เมืองอัคคี ได้รับการดูแลเป็นอย่างดีภายใต้การบริหารของไห่ถังฉิว สตรีเจ้าของที่
