CharPropName_江湖历练获得,Jianghu Knowledge gained,ได้รับค่าประสบการณ์ยุทธ
CharPropName_实战经验获得,EXP gained,ได้รับค่าประสบการณ์
CharPropName_武功升级经验,Martial Arts EXP required,ต้องการค่าประสบการวรยุทธ
CharPropName_不良状态加成_NegPoison,Poison Immunity,ต้านทานพิษ
CharPropName_不良状态加成_NegInjure,Internal Injury Immunity,ต้านทานบาดเจ็บภายใน
CharPropName_不良状态加成_NegBleed,Bleed Immunity,ต้านทานเลือดไหล
CharPropName_不良状态加成_NegSeal,Seal Immunity,ต้านทานสกัดจุด
CharPropName_不良状态加成_NegBlind,Blind Immunity,ต้านสถานะตาบอด
CharPropName_全局恢复,HPRecovery effect,สถานะฟื้นฟู HP
CharPropName_生命上限,Max HP,HP สูงสุด
CharPropName_内力上限,Max MP,MP สูงสุด
CharPropName_体质经验,Constitution EXP,ค่าประสบการณ์พลังกาย
CharPropName_臂力经验,Strength EXP,ค่าประสบการณ์พละกำลัง
CharPropName_悟性经验,Intelligence EXP,ค่าประสบการณ์สติปัญญา
CharPropName_敏捷经验,Dexterity EXP,ค่าประสบการณ์คล่องแคล่ว
CharPropName_福缘经验,Luck EXP,ค่าประสบการณ์โชค
TeanPropModify_GenericUp,The {0} of the team has increased by {1} points,{0} ของกลุ่ม เพิ่มขึ้น {1} แต้ม
TeanPropModify_GenericDown,The {0} of the team has decreased by {1} points,{0} ของกลุ่ม ลดลง {1} แต้ม
CharacterPropModify_GenericUp,The {1} of {0} has increased by {2} points,{1} ของ {0} เพิ่มขึ้น {2} แต้ม
CharacterPropModify_GenericDown,The {1} of {0} has decreased by {2} points,{1} ของ {0} ลดลง {2} แต้ม
CharacterPropModify_LevelUp,The Level of {0} has increased by {1},ระดับของ {0} เพิ่มขึ้น {1}
CharacterPropModify_LevelDown,The Level of {0} has decreased by {1},ระดับของ {0} ลดลง {1}
CharacterPropModify_EgoStateUp,The character stance of {0} has increased by {1} points,ท่าทางตัวละครของ {0} เพิ่มขึ้น {1} คะแนน
CharacterPropModify_EgoStateDown,The character stance of {0} has decreased by {1} points,ท่าทางตัวละครของ {0} ลดลง {1} คะแนน
CharacterPropModify_ValueStateUp,The value stance of {0} has increased by {1} points,ค่าสถานะ {0} เพิ่มขึ้น {1} แต้ม
CharacterPropModify_ValueStateDown,The value stance of {0} has decreased by {1} points,ค่าสถานะ {0} ลดลง {1} แต้ม
CharacterPropModify_ZzPoint,{0} has gained {1} points of aptitude,{0} ได้รับค่าพลังสถานะ {1} แต้ม
MoralModify_Up,<#D7A347>{0}</color><#5EB94F>increased</color> by {1} points,<#D7A347>{0}</color><#5EB94F>เพิ่มขึ้น</color> {1} แต้ม
MoralModify_Down,<#D7A347>{0}</color><#CE3C3B>decreased</color> by {1} points,<#D7A347>{0}</color><#CE3C3B>ลดลง</color> {1} แต้ม
MoralModify_InGameUp,<#F2E846>{0}+{1}</color>,<#F2E846>{0}+{1}</color>
MoralModify_InGameDown,<#F34242>{0}-{1}</color>,<#F34242>{0}-{1}</color>
MoralPreset_滥伤无辜,
MoralPreset_不问自取,
MoralPreset_颜面扫地,
MoralPreset_顺手牵羊,
MoralPreset_羞愧难当,
MoralPreset_力退强敌,
MoralPreset_临阵脱逃,
MoodPreset_Mood,Mood{0},อารมณ์{0}
MoodPreset_技不如人,"Outmatched, {0}","ไม่ตรงกัน, {0}"
MoodPreset_无功而返,"Returned empty-handed, {0}","ส่งคืนมือเปล่า, {0}"
MoodPreset_身心俱疲,"Exhausted, {0}","เหนื่อยล้า, {0}"
MoodPreset_投其所好,
MoodPreset_又没打着,
MoodPreset_背后闷棍,
MoodPreset_大郎喝药,
MoodPreset_鸡汤来喽,
MoodPreset_点穴失败,
MoodPreset_葵花点穴,
CharPropName_能力_采集_采矿,Mining,ขุดแร่
CharPropName_能力_采集_伐木,Woodcutting,ตัดไม้
CharPropName_能力_采集_采药,Gathering,เก็บเกี่ยว
CharPropName_能力_采集_钓鱼,Fishing,ตกปลา
CharPropName_能力_采集_捉虫,Worm-catching,จับแมลง
CharPropName_能力_制造_兵器,Weapon Smithing,สร้างอาวุธ
CharPropName_能力_制造_护甲,Armor Smithing,สร้างชุดเกราะ
CharPropName_能力_制造_食物,Cooking,ทำอาหาร
CharPropName_能力_制造_丹药,Alchemy,ปรุงยา
CharPropName_能力_制造_饰品,Accessory Crafting,สร้างเครื่องประดับ
CharPropName_能力_制造_合成,Tool Crafting,สร้างเครื่องมือ
CharPropName_能力_鉴定_字画,Appraise Artwork,ประเมินภาพวาด
CharPropName_能力_鉴定_书籍,Appraise Book,ประเมินหนังสือ
CharPropName_能力_鉴定_古董,Appraise Antique,ประเมินของโบราณ
CharPropName_能力_鉴定_饰品,Appraise Accessory,ประเมินเครื่องประดับ
CharPropName_能力_鉴定_丹药,Appraise Medicine,ประเมินยา
CharPropName_能力_市井_暗取,Steal,ขโมย
CharPropName_能力_市井_点穴,Immobilize,จี้จุด
CharPropName_能力_市井_下毒,Poison,พิษ
CharPropName_能力_市井_机关,Machinery,กลไก
CharPropName_能力_市井_突袭,Ambush,ซุ่มโจมตี
CharPropName_能力_生存_口才,Persuade,โน้มน้าว
CharPropName_能力_生存_经商,Mercantile,การค้า
CharPropName_能力_生存_探索,Explore,สำรวจ
CharPropName_能力_生存_识图,Pathfinding,หาเส้นทาง
CharPropName_能力_生存_驯兽,Beast Taming,ฝึกสัตว์
CharPropName_能力经验_采集_采矿,Mining EXP,ค่าประสบการณ์ขุดแร่
CharPropName_能力经验_采集_伐木,Woodcutting EXP,ค่าประสบการณ์ตัดไม้
CharPropName_能力经验_采集_采药,Gathering EXP,ค่าประสบการณ์เก็บเกี่ยว
CharPropName_能力经验_采集_钓鱼,Fishing EXP,ค่าประสบการณ์ตกปลา
CharPropName_能力经验_采集_捉虫,Worm-catching EXP,ค่าประสบการณ์จับแมลง
CharPropName_能力经验_制造_兵器,Weapon Smithing EXP,ค่าประสบการณ์สร้างอาวุธ
CharPropName_能力经验_制造_护甲,Armor Smithing EXP,ค่าประสบการณ์สร้างชุดเกราะ
CharPropName_能力经验_制造_食物,Cooking EXP,ค่าประสบการณ์ทำอาหาร
CharPropName_能力经验_制造_丹药,Alchemy EXP,ค่าประสบการณ์ปรุงยา
CharPropName_能力经验_制造_饰品,Accessory Crafting EXP,ค่าประสบการณ์สร้างเครื่องประดับ
CharPropName_能力经验_制造_合成,Tool Crafting EXP,ค่าประสบการณ์สร้างเครื่องมือ
CharPropName_能力经验_鉴定_字画,Appraise Artwork EXP,ค่าประสบการณ์ประเมินภาพวาด
CharPropName_能力经验_鉴定_书籍,Appraise Book EXP,ค่าประสบการณ์ประเมินหนังสือ
CharPropName_能力经验_鉴定_古董,Appraise Antique EXP,ค่าประสบการณ์ประเมินของโบราณ
CharPropName_能力经验_鉴定_饰品,Appraise Accessory EXP,ค่าประสบการณ์ประเมินเครื่องประดับ
CharPropName_能力经验_鉴定_丹药,Appraise Medicine EXP,ค่าประสบการณ์ประเมินยา
CharPropName_能力经验_市井_暗取,Steal EXP,ค่าประสบการณ์ขโมย
CharPropName_能力经验_市井_点穴,Immobilize EXP,ค่าประสบการณ์จี้จุด
CharPropName_能力经验_市井_下毒,Poison EXP,ค่าประสบการณ์พิษ
CharPropName_能力经验_市井_机关,Machinery EXP,ค่าประสบการณ์กลไก
CharPropName_能力经验_市井_突袭,Ambush EXP,ค่าประสบการณ์ซุ่มโจมตี
CharPropName_能力经验_生存_口才,Persuade EXP,ค่าประสบการณ์โน้มน้าว
CharPropName_能力经验_生存_经商,Mercantile EXP,ค่าประสบการณ์การค้า
CharPropName_能力经验_生存_探索,Explore EXP,ประสบการณ์การสำรวจ
CharPropName_能力经验_生存_识图,Pathfinding EXP,ค่าประสบการณ์หาเส้นทาง
CharPropName_能力经验_生存_驯兽,Beast Taming EXP,ค่าประสบการณ์ฝึกสัตว์
CharPropName_宠物饱食度,Fullness,ครบถ้วน
CharPropInfo_0_能力_采集_采矿,Raising SkillLevel can improve the success rate of Mining.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการขุดแร่ได้
CharPropInfo_1_能力_采集_采矿,Raising SkillLevel can improve the success rate of Mining.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการขุดแร่ได้
CharPropInfo_2_能力_采集_采矿,Raising SkillLevel can improve the success rate of Mining.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการขุดแร่ได้
CharPropInfo_3_能力_采集_采矿,Raising SkillLevel can improve the success rate of Mining.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการขุดแร่ได้
CharPropInfo_4_能力_采集_采矿,Raising SkillLevel can improve the success rate of Mining.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการขุดแร่ได้
CharPropInfo_5_能力_采集_采矿,"Increase the success rate of Mining, Level has reached Master, no need to upgrade.","เพิ่มโอกาสสำเร็จในการขุดแร่, ทักษะถึงระดับชำนาญแล้ว ไม่จำเป็นต้องเพิ่มระดับอีก."
CharPropInfo_0_能力_采集_伐木,Increasing SkillLevel can improve the success rate of Woodcutting.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตัดไม้ได้
CharPropInfo_1_能力_采集_伐木,Increasing SkillLevel can improve the success rate of Woodcutting.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตัดไม้ได้
CharPropInfo_2_能力_采集_伐木,Increasing SkillLevel can improve the success rate of Woodcutting.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตัดไม้ได้
CharPropInfo_3_能力_采集_伐木,Increasing SkillLevel can improve the success rate of Woodcutting.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตัดไม้ได้
CharPropInfo_4_能力_采集_伐木,Increasing SkillLevel can improve the success rate of Woodcutting.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตัดไม้ได้
CharPropInfo_5_能力_采集_伐木,"Increase the success rate of Woodcutting, Level has reached Master, no need to upgrade.","เพิ่มโอกาสสำเร็จในการตัดไม้, ทักษะถึงระดับชำนาญแล้ว ไม่จำเป็นต้องเพิ่มระดับอีก."
CharPropInfo_0_能力_采集_采药,Increasing SkillLevel can improve the success rate of Gathering.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการเก็บเกี่ยวได้
CharPropInfo_1_能力_采集_采药,Increasing SkillLevel can improve the success rate of Gathering.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการเก็บเกี่ยวได้
CharPropInfo_2_能力_采集_采药,Increasing SkillLevel can improve the success rate of Gathering.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการเก็บเกี่ยวได้
CharPropInfo_3_能力_采集_采药,Increasing SkillLevel can improve the success rate of Gathering.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการเก็บเกี่ยวได้
CharPropInfo_4_能力_采集_采药,Increasing SkillLevel can improve the success rate of Gathering.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการเก็บเกี่ยวได้
CharPropInfo_5_能力_采集_采药,"Increase the success rate of Gathering, Level has reached Master, no need to upgrade.","เพิ่มโอกาสสำเร็จในการเก็บเกี่ยว, ทักษะถึงระดับชำนาญแล้ว ไม่จำเป็นต้องเพิ่มระดับอีก."
CharPropInfo_0_能力_采集_钓鱼,Increasing SkillLevel can improve the success rate of Fishing.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตกปลาได้
CharPropInfo_1_能力_采集_钓鱼,Increasing SkillLevel can improve the success rate of Fishing.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตกปลาได้
CharPropInfo_2_能力_采集_钓鱼,Increasing SkillLevel can improve the success rate of Fishing.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตกปลาได้
CharPropInfo_3_能力_采集_钓鱼,Increasing SkillLevel can improve the success rate of Fishing.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตกปลาได้
CharPropInfo_4_能力_采集_钓鱼,Increasing SkillLevel can improve the success rate of Fishing.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการตกปลาได้
CharPropInfo_5_能力_采集_钓鱼,"Increase the success rate of Fishing, Level has reached Master, no need to upgrade.","เพิ่มโอกาสสำเร็จในการตกปลา, ทักษะถึงระดับชำนาญแล้ว ไม่จำเป็นต้องเพิ่มระดับอีก."
CharPropInfo_0_能力_采集_捉虫,Increasing SkillLevel can improve the success rate of Worm-catching.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการจับแมลงได้
CharPropInfo_1_能力_采集_捉虫,Increasing SkillLevel can improve the success rate of Worm-catching.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการจับแมลงได้
CharPropInfo_2_能力_采集_捉虫,Increasing SkillLevel can improve the success rate of Worm-catching.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการจับแมลงได้
CharPropInfo_3_能力_采集_捉虫,Increasing SkillLevel can improve the success rate of Worm-catching.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการจับแมลงได้
CharPropInfo_4_能力_采集_捉虫,Increasing SkillLevel can improve the success rate of Worm-catching.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการจับแมลงได้
CharPropInfo_5_能力_采集_捉虫,"Increase the success rate of Worm-catching, Level has reached Master, no need to upgrade.","เพิ่มโอกาสสำเร็จในการจับแมลง, ทักษะถึงระดับชำนาญแล้ว ไม่จำเป็นต้องเพิ่มระดับอีก."
CharPropInfo_0_能力_制造_兵器,Unlock Weapon Smithing after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของสร้างอาวุธไม้ได้
CharPropInfo_1_能力_制造_兵器,Increasing SkillLevel can craft higher quality Weapons.,เพิ่มระดับทักษะสามารถสร้างอาวุธคุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_兵器,Increasing SkillLevel can craft higher quality Weapons.,เพิ่มระดับทักษะสามารถสร้างอาวุธคุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_兵器,Increasing SkillLevel can craft higher quality Weapons.,เพิ่มระดับทักษะสามารถสร้างอาวุธคุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_兵器,Increasing SkillLevel can craft higher quality Weapons.,เพิ่มระดับทักษะสามารถสร้างอาวุธคุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_兵器,"Craft higher quality Weapons, Level has reached Master.","สร้างอาวุธคุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_制造_护甲,Unlock Armor Smithing after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการสร้างเกราะได้
CharPropInfo_1_能力_制造_护甲,Increasing SkillLevel can craft higher quality Armor.,เพิ่มระดับทักษะสามารถสร้างชุดเกราะคุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_护甲,Increasing SkillLevel can craft higher quality Armor.,เพิ่มระดับทักษะสามารถสร้างชุดเกราะคุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_护甲,Increasing SkillLevel can craft higher quality Armor.,เพิ่มระดับทักษะสามารถสร้างชุดเกราะคุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_护甲,Increasing SkillLevel can craft higher quality Armor.,เพิ่มระดับทักษะสามารถสร้างชุดเกราะคุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_护甲,"Craft higher quality Armor, Level has reached Master.","สร้างเกราะคุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_制造_食物,Unlock CookingSkill after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการทำอาหารได้
CharPropInfo_1_能力_制造_食物,Increasing SkillLevel can cook higher quality Food.,เพิ่มระดับทักษะสามารถทำอาหารคุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_食物,Increasing SkillLevel can cook higher quality Food.,เพิ่มระดับทักษะสามารถทำอาหารคุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_食物,Increasing SkillLevel can cook higher quality Food.,เพิ่มระดับทักษะสามารถทำอาหารคุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_食物,Increasing SkillLevel can cook higher quality Food.,เพิ่มระดับทักษะสามารถทำอาหารคุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_食物,"Cook higher quality Food, Level has reached Master.","ทำอาหารคุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_制造_丹药,Unlock AlchemySkill after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการปรุงยาได้
CharPropInfo_1_能力_制造_丹药,Increasing SkillLevel can refine higher quality Medicine.,เพิ่มระดับทักษะสามารถปรุงยาคุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_丹药,Increasing SkillLevel can refine higher quality Medicine.,เพิ่มระดับทักษะสามารถปรุงยาคุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_丹药,Increasing SkillLevel can refine higher quality Medicine.,เพิ่มระดับทักษะสามารถปรุงยาคุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_丹药,Increasing SkillLevel can refine higher quality Medicine.,เพิ่มระดับทักษะสามารถปรุงยาคุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_丹药,"Refine higher quality Medicine, Level has reached Master.","ปรุงยาคุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_制造_饰品,Unlock Tool Crafting after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการสร้างอุปกรณ์ได้
CharPropInfo_1_能力_制造_饰品,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_饰品,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_饰品,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_饰品,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_饰品,"Craft higher quality Tools, Level has reached Master.","สร้างอุปกรณ์คุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_制造_合成,Unlock Tool Crafting after increasing Level.,เพิ่มระดับทักษะสามารถปรับปรุงอัตราความสำเร็จของการสร้างอุปกรณ์ได้
CharPropInfo_1_能力_制造_合成,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_2_能力_制造_合成,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_3_能力_制造_合成,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_4_能力_制造_合成,Increasing SkillLevel can craft higher quality Tools.,เพิ่มระดับทักษะสามารถสร้างอุปกรณ์คุณภาพสูงขึ้นได้
CharPropInfo_5_能力_制造_合成,"Craft higher quality Tools, Level has reached Master.","สร้างอุปกรณ์คุณภาพสูงขึ้น, ทักษะถึงระดับชำนาญแล้ว"
CharPropInfo_0_能力_鉴定_字画,"Used to Appraise unknown paintings and Calligraphy, Unlock this Skill after increasing Level.",ใช้เพื่อประเมินภาพวาดและงานเขียนที่ไม่รู้จัก ปลดล็อกทักษะนี้หลังจากเพิ่มระดับ
CharPropInfo_1_能力_鉴定_字画,"Used to Appraise unknown paintings and Calligraphy, increasing SkillLevel can Appraise higher Level paintings and Calligraphy.","ใช้เพื่อประเมินภาพวาดและงานเขียนที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาพวาดและงานเขียนที่ไม่รู้จักระดับสูงขึ้นได้"
CharPropInfo_2_能力_鉴定_字画,"Used to Appraise unknown paintings and Calligraphy, increasing SkillLevel can Appraise higher Level paintings and Calligraphy.","ใช้เพื่อประเมินภาพวาดและงานเขียนที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาพวาดและงานเขียนที่ไม่รู้จักระดับสูงขึ้นได้"
CharPropInfo_3_能力_鉴定_字画,"Used to Appraise unknown paintings and Calligraphy, increasing SkillLevel can Appraise higher Level paintings and Calligraphy.","ใช้เพื่อประเมินภาพวาดและงานเขียนที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาพวาดและงานเขียนที่ไม่รู้จักระดับสูงขึ้นได้"
CharPropInfo_4_能力_鉴定_字画,"Used to Appraise unknown paintings and Calligraphy, increasing SkillLevel can Appraise higher Level paintings and Calligraphy.","ใช้เพื่อประเมินภาพวาดและงานเขียนที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาพวาดและงานเขียนที่ไม่รู้จักระดับสูงขึ้นได้"
CharPropInfo_5_能力_鉴定_字画,"Skill has reached Master, can Appraise all unknown paintings and Calligraphy.","ทักษะถึงระดับชำนาญแล้ว, สามารถประเมินภาพวาดและงานเขียนได้ทั้งหมด"
CharPropInfo_0_能力_鉴定_书籍,"Used to appraise nameless books, level up to unlock this skill.",ใช้เพื่อประเมินหนังสือที่ไม่รู้จัก ปลดล็อกทักษะนี้หลังจากเพิ่มระดับ
CharPropInfo_1_能力_鉴定_书籍,"Used to appraise nameless books, level up skill to appraise higher level books.","ใช้เพื่อประเมินหนังสือที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินระดับสูงขึ้นได้"
CharPropInfo_2_能力_鉴定_书籍,"Used to appraise nameless books, level up skill to appraise higher level books.","ใช้เพื่อประเมินหนังสือที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินระดับสูงขึ้นได้"
CharPropInfo_3_能力_鉴定_书籍,"Used to appraise nameless books, level up skill to appraise higher level books.","ใช้เพื่อประเมินหนังสือที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินระดับสูงขึ้นได้"
CharPropInfo_4_能力_鉴定_书籍,"Used to appraise nameless books, level up skill to appraise higher level books.","ใช้เพื่อประเมินหนังสือที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินระดับสูงขึ้นได้"
CharPropInfo_5_能力_鉴定_书籍,"Skill has reached master level, can appraise all nameless books.","ทักษะถึงระดับชำนาญแล้ว, สามารถประเมินหนังสือนิรนามได้ทั้งหมด"
CharPropInfo_0_能力_鉴定_古董,"Used to appraise nameless appliances and ornaments, level up to unlock this skill.",ใช้เพื่อประเมินภาชนะและของประดับที่ไม่รู้จัก ปลดล็อกทักษะนี้หลังจากเพิ่มระดับ
CharPropInfo_1_能力_鉴定_古董,"Used to appraise nameless appliances and ornaments, level up skill to appraise higher level appliances and ornaments.","ใช้เพื่อประเมินภาชนะและของประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาชนะและของประดับระดับสูงขึ้นได้"
CharPropInfo_2_能力_鉴定_古董,"Used to appraise nameless appliances and ornaments, level up skill to appraise higher level appliances and ornaments.","ใช้เพื่อประเมินภาชนะและของประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาชนะและของประดับระดับสูงขึ้นได้"
CharPropInfo_3_能力_鉴定_古董,"Used to appraise nameless appliances and ornaments, level up skill to appraise higher level appliances and ornaments.","ใช้เพื่อประเมินภาชนะและของประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาชนะและของประดับระดับสูงขึ้นได้"
CharPropInfo_4_能力_鉴定_古董,"Used to appraise nameless appliances and ornaments, level up skill to appraise higher level appliances and ornaments.","ใช้เพื่อประเมินภาชนะและของประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินภาชนะและของประดับระดับสูงขึ้นได้"
CharPropInfo_5_能力_鉴定_古董,"Skill has reached master level, can appraise all nameless appliances and ornaments.","ทักษะถึงระดับชำนาญแล้ว, สามารถประเมินภาชนะและของประดับนิรนามได้ทั้งหมด"
CharPropInfo_0_能力_鉴定_饰品,"Used to appraise nameless accessories, level up to unlock this skill.",ใช้เพื่อประเมินเครื่องประดับที่ไม่รู้จัก ปลดล็อกทักษะนี้หลังจากเพิ่มระดับ
CharPropInfo_1_能力_鉴定_饰品,"Used to appraise nameless accessories, level up skill to appraise higher level accessories.","ใช้เพื่อประเมินเครื่องประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินเครื่องประดับระดับสูงขึ้นได้"
CharPropInfo_2_能力_鉴定_饰品,"Used to appraise nameless accessories, level up skill to appraise higher level accessories.","ใช้เพื่อประเมินเครื่องประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินเครื่องประดับระดับสูงขึ้นได้"
CharPropInfo_3_能力_鉴定_饰品,"Used to appraise nameless accessories, level up skill to appraise higher level accessories.","ใช้เพื่อประเมินเครื่องประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินเครื่องประดับระดับสูงขึ้นได้"
CharPropInfo_4_能力_鉴定_饰品,"Used to appraise nameless accessories, level up skill to appraise higher level accessories.","ใช้เพื่อประเมินเครื่องประดับที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินเครื่องประดับระดับสูงขึ้นได้"
CharPropInfo_5_能力_鉴定_饰品,"Skill has reached master level, can appraise all nameless accessories.","ทักษะถึงระดับชำนาญแล้ว, สามารถประเมินเครื่องประดับนิรนามได้ทั้งหมด"
CharPropInfo_0_能力_鉴定_丹药,"Used to appraise nameless medicines, level up to unlock this skill.",ใช้เพื่อประเมินยาที่ไม่รู้จัก ปลดล็อกทักษะนี้หลังจากเพิ่มระดับ
CharPropInfo_1_能力_鉴定_丹药,"Used to appraise nameless medicines, level up skill to appraise higher level medicines.","ใช้เพื่อประเมินยาที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินยาระดับสูงขึ้นได้"
CharPropInfo_2_能力_鉴定_丹药,"Used to appraise nameless medicines, level up skill to appraise higher level medicines.","ใช้เพื่อประเมินยาที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินยาระดับสูงขึ้นได้"
CharPropInfo_3_能力_鉴定_丹药,"Used to appraise nameless medicines, level up skill to appraise higher level medicines.","ใช้เพื่อประเมินยาที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินยาระดับสูงขึ้นได้"
CharPropInfo_4_能力_鉴定_丹药,"Used to appraise nameless medicines, level up skill to appraise higher level medicines.","ใช้เพื่อประเมินยาที่ไม่รู้จัก, เพิ่มระดับทักษะสามารถประเมินยาระดับสูงขึ้นได้"
CharPropInfo_5_能力_鉴定_丹药,"Skill has reached master level, can appraise all nameless medicines.","ทักษะถึงระดับชำนาญแล้ว, สามารถประเมินยานิรนามได้ทั้งหมด"
CharPropInfo_0_能力_市井_暗取,Level up skill to increase steal success rate.,เพิ่มระดับทักษะเพื่อเพิ่มอัตราความสำเร็จในการขโมย
CharPropInfo_1_能力_市井_暗取,Level up skill to increase steal success rate.,เพิ่มระดับทักษะเพื่อเพิ่มอัตราความสำเร็จในการขโมย
