太学馆对对子_题目48,Please complete the couplet: Righteous often slaughter the dog breed;,Please complete the couplet: Righteous often slaughter the dog breed; (ตอบข้อ 3)
太学馆对对子_题目49,"Please complete the couplet: Small temple without monks, wind sweeps the ground;","Please complete the couplet: Small temple without monks, wind sweeps the ground; (ตอบข้อ 4)"
太学馆对对子_题目50,Please complete the couplet: Hungry chickens fight for beans;,Please complete the couplet: Hungry chickens fight for beans; (ตอบข้อ 3)
太学馆对对子_题目1_答案1,Discuss the rise and fall of ancient and modern times.
太学馆对对子_题目1_答案2,Discuss the elegance and charm of literature.
太学馆对对子_题目1_答案3,Perfect people in ancient and modern times.
太学馆对对子_题目1_答案4,Leave a lifetime of purity.
太学馆对对子_题目2_答案1,Strike those who deserve to be struck with a stretch of the hand.
太学馆对对子_题目2_答案2,Laugh at those who are laughable in the world with a word.
太学馆对对子_题目2_答案3,Ride a horse to admire the flowers and the world's myriad of colors.
太学馆对对子_题目2_答案4,"Drown one's sorrows with wine, drown the sorrow that is hard to untangle."
太学馆对对子_题目3_答案1,How can a mantis block the wheel of a cart.
太学馆对对子_题目3_答案2,The dragon in the water laughs at the heroes.
太学馆对对子_题目3_答案3,How can a firefly compete with the moonlight.
太学馆对对子_题目3_答案4,The giant bird laughs at the dove's words.
太学馆对对子_题目4_答案1,"One flower, one world."
太学馆对对子_题目4_答案2,Heart like a clear mirror.
太学馆对对子_题目4_答案3,Heart like a bright lotus.
太学馆对对子_题目4_答案4,Earth-born intertwined branches.
太学馆对对子_题目5_答案1,Always make heroes shed tears.
太学馆对对子_题目5_答案2,"Short awl in the bag, half-inch blade."
太学馆对对子_题目5_答案3,Hang the sail directly to cross the sea.
太学馆对对子_题目5_答案4,Fierce horse neighs with great momentum.
太学馆对对子_题目6_答案1,"A thousand-foot wall stands, desireless is firm."
太学馆对对子_题目6_答案2,"Great sound is silent, great image is formless."
太学馆对对子_题目6_答案3,"Knowing is easy, doing is hard, knowing and doing are one."
太学馆对对子_题目6_答案4,"One careless move, the whole game is lost."
太学馆对对子_题目7_答案1,"Watermelon, winter melon, cantaloupe, melon, melon, ripe."
太学馆对对子_题目7_答案2,"Silk from silkworms, silk from mulberries, gold thread, thread, thread, buttoned."
太学馆对对子_题目7_答案3,"Family affairs, state affairs, world affairs, all affairs concern."
太学馆对对子_题目7_答案4,"Relatives, lovers, strangers, everyone is self-endangered."
太学馆对对子_题目8_答案1,No money for three years of sobriety.
太学馆对对子_题目8_答案2,Two cups of dragon sleep at the bottom of the sea.
太学馆对对子_题目8_答案3,Three bowls drunk can't pass the post.
太学馆对对子_题目8_答案4,Self-proclaimed lord is the wine fairy.
太学馆对对子_题目9_答案1,Wind rises between heaven and earth.
太学馆对对子_题目9_答案2,Monkeys cry on both sides.
太学馆对对子_题目9_答案3,Lonely cloud lies here.
太学馆对对子_题目9_答案4,Tall pines accompany my sleep.
太学馆对对子_题目10_答案1,People walk on the back of the dragon.
太学馆对对子_题目10_答案2,Rushing to the sea without returning.,รีบไปทะเลโดยไม่กลับมาอีก
太学馆对对子_题目10_答案3,A lonely city in ten thousand mountains.
太学馆对对子_题目10_答案4,"Moon shines on white sand, sun rises."
太学馆对对子_题目11_答案1,Bright moon in the sky.
太学馆对对子_题目11_答案2,The country is prosperous and the people are at peace.
太学馆对对子_题目11_答案3,Blue mountains and green waters.
太学馆对对子_题目11_答案4,Sun rises in the east.
太学馆对对子_题目12_答案1,Dense woods in the rain.
太学馆对对子_题目12_答案2,Walking alone in the clouds and fog.
太学馆对对子_题目12_答案3,Rushing river flows eastward.,แม่น้ำไหลเชี่ยวไปทางทิศตะวันออก
太学馆对对子_题目12_答案4,Iron bones remain in the world.
太学馆对对子_题目13_答案1,Four generations of three dukes pass on family traditions.
太学馆对对子_题目13_答案2,A piece of ice heart in a jade pot.
太学馆对对子_题目13_答案3,"Two generations of articles, a hundred generations of spring."
太学馆对对子_题目13_答案4,Three dynasties open to relieve the old minister's heart.
太学馆对对子_题目14_答案1,A thousand rocks and ravines form a spectacle.
太学馆对对子_题目14_答案2,A thousand words and ten thousand languages are earnest and sincere.
太学馆对对子_题目14_答案3,A thousand mountains and rivers are loyal and devoted.
太学馆对对子_题目14_答案4,A thousand armies and ten thousand horses are full of momentum.
太学馆对对子_题目15_答案1,"Know a person's face, but not their heart."
太学馆对对子_题目15_答案2,Spare people when you can.,ถ้าหากทำได้โปรดไว้ชีวิต.
太学馆对对子_题目15_答案3,"Become an immortal or a Buddha, but first become a human."
太学馆对对子_题目15_答案4,"Worship gods and Buddhas, but first worship yourself.",เคารพบูชาเทพเจ้าและพระพุทธเจ้า แต่ก่อนอื่นให้เคารพตัวเองก่อน
太学馆对对子_题目16_答案1,The sky is high and allows birds to fly.
太学馆对对子_题目16_答案2,All paths are deserted.
太学馆对对子_题目16_答案3,A long journey tests a horse's strength.
太学馆对对子_题目16_答案4,"When far from home, one longs to return."
太学馆对对子_题目17_答案1,A brave man's heart never ages.
太学馆对对子_题目17_答案2,A giant fish in the sea can reach the sky.
太学馆对对子_题目17_答案3,I can go anywhere in the world.
太学馆对对子_题目17_答案4,A tiger's roar in the forest can be heard for miles.
太学馆对对子_题目18_答案1,Flowers in the mirror.
太学馆对对子_题目18_答案2,Stars in the sky.
太学馆对对子_题目18_答案3,Tigers in the forest.
太学馆对对子_题目18_答案4,Geese in the clouds.
太学馆对对子_题目19_答案1,Heaven and earth.
太学馆对对子_题目19_答案2,"Spring, summer, autumn, and winter."
太学馆对对子_题目19_答案3,"South, north, west, and east."
太学馆对对子_题目19_答案4,Coming and going without a trace.
太学馆对对子_题目20_答案1,Water that is too clear has no fish.
太学馆对对子_题目20_答案2,A person who doesn't learn has no skills.
太学馆对对子_题目20_答案3,"When the mountains are flat, heaven and earth merge."
太学馆对对子_题目20_答案4,A bird knows when to return when it is tired of flying.
太学馆对对子_题目21_答案1,Justice is in the hearts of the people.
太学馆对对子_题目21_答案2,Praise and criticism have their own seasons.
太学馆对对子_题目21_答案3,Let him talk east and west.
太学馆对对子_题目21_答案4,A body full of righteousness is awe-inspiring.
太学馆对对子_题目22_答案1,Even grass and trees have a true fragrance.,แม้แต่หญ้าและต้นไม้ก็มีกลิ่นหอมอย่างแท้จริง
太学馆对对子_题目22_答案2,Who says flowers and the moon have no true feelings?
太学馆对对子_题目22_答案3,But the sky is a good autumn.
太学馆对对子_题目22_答案4,"Looking at the mountains and rivers, there is no confidant."
太学馆对对子_题目23_答案1,Golden spears and iron horses come in dreams.
太学馆对对子_题目23_答案2,Human feelings are refined into literature.
太学馆对对子_题目23_答案3,Clouds and mountains for miles are in the painting.
太学馆对对子_题目23_答案4,"Speak not to astonish, but to the point of death."
太学馆对对子_题目24_答案1,I and the general untie the battle robe.
太学馆对对子_题目24_答案2,The general is not allowed to see peace.
太学馆对对子_题目24_答案3,One general's success is built on ten thousand bones.
太学馆对对子_题目24_答案4,How many people return from wars in ancient times?
太学馆对对子_题目25_答案1,People who are not destined to meet will not meet.
太学馆对对子_题目25_答案2,Meeting doesn't necessarily mean knowing each other.
太学馆对对子_题目25_答案3,Who in the world doesn't know you?
太学馆对对子_题目25_答案4,Meeting by chance is fate.,การพบกันโดยบังเอิญคือโชคชะตา
太学馆对对子_题目26_答案1,A person's face and peach blossoms are different reds.
太学馆对对子_题目26_答案2,Ten years of hard study ends in vain.
太学馆对对子_题目26_答案3,The fragrance of plum blossoms comes from the bitter cold.,กลิ่นหอมของดอกเหมยมาจากความหนาวเย็นอันขมขื่น
太学馆对对子_题目26_答案4,Burning fiercely as if it's nothing.
太学馆对对子_题目27_答案1,Swear not to stop until the evil is cut down.
太学馆对对子_题目27_答案2,Stepping on auspicious clouds and riding the wind.
太学馆对对子_题目27_答案3,Why use a butcher's knife to kill a chicken?
太学馆对对子_题目27_答案4,Winning fame in life and after death.
太学馆对对子_题目28_答案1,"Cinnabar can be ground, but its redness cannot be taken away."
太学馆对对子_题目28_答案2,"Bamboo can be burned, but its joints cannot be destroyed."
太学馆对对子_题目28_答案3,"A man can be killed, but his will cannot be taken away."
太学馆对对子_题目28_答案4,"A gentleman can be killed, but not insulted."
太学馆对对子_题目29_答案1,Honorable people do not stand under dangerous walls.
太学馆对对子_题目29_答案2,It's good to rest under a big tree.
太学馆对对子_题目29_答案3,A wise minister chooses his master.
太学馆对对子_题目29_答案4,A centipede does not stop after death.
太学馆对对子_题目30_答案1,A real man is always poisonous.
太学馆对对子_题目30_答案2,Underestimating the enemy often leads to failure.
太学馆对对子_题目30_答案3,"Always pursue the enemy, but don't push too hard."
太学馆对对子_题目30_答案4,There is no joking in the army.
太学馆对对子_题目31_答案1,People die when they meet their loved ones.
太学馆对对子_题目31_答案2,Birds fly into the blue sky.
太学馆对对子_题目31_答案3,Fish live when they enter the sea.
太学馆对对子_题目31_答案4,Horses return wrapped in their own skin.
太学馆对对子_题目32_答案1,A river of spring water flows eastward.
太学馆对对子_题目32_答案2,"Raise a cup to drown sorrows, but sorrows multiply."
太学馆对对子_题目32_答案3,"Drawing a sword and looking around, feeling lost."
太学馆对对子_题目32_答案4,The Yellow River keeps rolling in.
太学馆对对子_题目33_答案1,Don't let the golden cup be empty under the moon.
太学馆对对子_题目33_答案2,Half drunk and half awake is the real state.
太学馆对对子_题目33_答案3,Being plain and simple is the truth.
太学馆对对子_题目33_答案4,All things only need to be half satisfactory.
太学馆对对子_题目34_答案1,Don't worry about money in the future.
太学馆对对子_题目34_答案2,The future is yet to come.
太学馆对对子_题目34_答案3,Officials don't change their positions.
太学馆对对子_题目34_答案4,Being the head of a household is not like having a home.
太学馆对对子_题目35_答案1,Dare to laugh at Huang Chao for not being a man.
太学馆对对子_题目35_答案2,A cup of clear tea can intoxicate.
太学馆对对子_题目35_答案3,Don't laugh at me for being drunk on the battlefield.
太学馆对对子_题目35_答案4,Two cups of dragon sleep at the bottom of the sea.
太学馆对对子_题目36_答案1,Every grass and tree is a Kunlun.
太学馆对对子_题目36_答案2,"Three times of meditation, three times of extinction, three times of Buddha."
太学馆对对子_题目36_答案3,"Four seasons of peace, wind and rain in order."
太学馆对对子_题目36_答案4,"Three lives and three worlds, always together."
太学馆对对子_题目37_答案1,The clear water is like a mirror reflecting the colorful boat.
太学馆对对子_题目37_答案2,The morning glow illuminates the mountains.
太学馆对对子_题目37_答案3,The green water is a timeless zither without strings.,น้ำสีเขียวเป็นพิณที่ไร้กาลเวลาไร้สาย
太学馆对对子_题目37_答案4,The plum blossom emits a unique fragrance in the cold winter.,ดอกเหมยส่งกลิ่นหอมอันเป็นเอกลักษณ์ในฤดูหนาวที่หนาวเหน็บ
太学馆对对子_题目38_答案1,Joy fills the house.
太学馆对对子_题目38_答案2,"Misfortunes never come singly, they came last night."
太学馆对对子_题目38_答案3,May the blessings last forever.
太学馆对对子_题目38_答案4,"Five blessings come to the door, endless joy."
太学馆对对子_题目39_答案1,"The lanterns are brilliant, the night is young."
太学馆对对子_题目39_答案2,"Famous people come and go, all are elegant."
太学馆对对子_题目39_答案3,The elegance of all ages is seen today.
太学馆对对子_题目39_答案4,"Blue water, blue mountains, and green trees are lush."
太学馆对对子_题目40_答案1,A real man is always poisonous.
太学馆对对子_题目40_答案2,"Without water, there is no literature."
太学馆对对子_题目40_答案3,"No wind, no waves."
太学馆对对子_题目40_答案4,No wind comes from an empty cave.
太学馆对对子_题目41_答案1,"Why not leave and return, my friend?"
太学馆对对子_题目41_答案2,Squandered fortune can still be regained.
太学馆对对子_题目41_答案3,A brave man leaves and never returns.
太学馆对对子_题目41_答案4,Savor the fine food and wine once more.
太学馆对对子_题目42_答案1,For there is a source of living water.
太学馆对对子_题目42_答案2,A yellow crane flies in from the sky.
太学馆对对子_题目42_答案3,The waters of the Yellow River come from the heavens.
太学馆对对子_题目42_答案4,Where does the immortal wander?
太学馆对对子_题目43_答案1,The right path in the world is full of vicissitudes.
太学馆对对子_题目43_答案2,One must enjoy life when one is successful.
太学馆对对子_题目43_答案3,I envy neither the mandarin ducks nor the immortals.
太学馆对对子_题目43_答案4,Isn't the world a place for immortals?
太学馆对对子_题目44_答案1,The bright moon shines on people without intention.
太学馆对对子_题目44_答案2,Willows grow into a grove without intention.
太学馆对对子_题目44_答案3,Thousands of rivers and mountains are all about love.
太学馆对对子_题目44_答案4,Peach and plum trees form a path without words.
太学馆对对子_题目45_答案1,Don't let the golden cup be empty under the moon.
太学馆对对子_题目45_答案2,Why play the lute to a cow?,ใยถึงต้องเล่นผีผาให้วัวฟัง?
太学馆对对子_题目45_答案3,Don't use words to occupy your time.
太学馆对对子_题目45_答案4,The moon of today once shone on the ancients.
太学馆对对子_题目46_答案1,It is the earth embankment that forms.
太学馆对对子_题目46_答案2,The swan is a bird by the river.
太学馆对对子_题目46_答案3,The silkworm is an insect of the world.
太学馆对对子_题目46_答案4,Lust is the greatest of all evils.
太学馆对对子_题目47_答案1,The flower in the mirror is just a reflection.
太学馆对对子_题目47_答案2,The flower in the dream seems real.
太学馆对对子_题目47_答案3,"Life is a dream, like the dream of the yellow millet."
太学馆对对子_题目47_答案4,The person in the eye is the person in front.
太学馆对对子_题目48_答案1,A villain grinds another villain.
太学馆对对子_题目48_答案2,Heroes often see things similarly.
太学馆对对子_题目48_答案3,Those who betray often are scholars.
太学馆对对子_题目48_答案4,"Why not leave and return, my friend?"
太学馆对对子_题目49_答案1,The bright moon shines on people without intention.
太学馆对对子_题目49_答案2,Willows grow into a grove without intention.
太学馆对对子_题目49_答案3,Peach and plum trees form a path without words.
太学馆对对子_题目49_答案4,"There is a Buddha in the high sky, lighting the moon."
太学馆对对子_题目50_答案1,A cornered dog will jump over a wall.
太学馆对对子_题目50_答案2,Adding feet when painting a snake.
太学馆对对子_题目50_答案3,The rat feels cool on the beam.
太学馆对对子_题目50_答案4,Fish fight when the net is broken.
乡试1_题目1,"""What is the next line of 'Clouds think of clothes, flowers think of faces'?""","What is the next line of 'Clouds think of clothes, flowers think of faces'?  (ตอบข้อ 3)"
乡试1_题目2,"""What is the next line of 'Laughing to the sky, I walk out the door'?""","What is the next line of 'Laughing to the sky, I walk out the door'? (ตอบข้อ 4)"
乡试1_题目3,"""What is the next line of 'Kill a man every ten steps'?""",What is the next line of 'Kill a man every ten steps'? (ตอบข้อ 2)
乡试2_题目1,"""What is the next line of 'Today's people don't see the moon of ancient times'?""",What is the next line of 'Today's people don't see the moon of ancient times'? (ตอบข้อ 1)
乡试2_题目2,"""What is the next line of 'I was born with talent, it must be useful'?""","What is the next line of 'I was born with talent, it must be useful'? (ตอบข้อ 3)"
乡试2_题目3,"""What is the next line of 'Old friend bids farewell to the Yellow Crane Tower'?""",What is the next line of 'Old friend bids farewell to the Yellow Crane Tower'? (ตอบข้อ 2)
乡试3_题目1,"""What is the next line of 'Raise a cup to invite the bright moon'?""",What is the next line of 'Raise a cup to invite the bright moon'? (ตอบข้อ 4)
乡试3_题目2,"""What is the next line of 'One must enjoy life when one is successful'?""",What is the next line of 'One must enjoy life when one is successful'? (ตอบข้อ 3)
乡试3_题目3,"""What is the next line of 'Having done the deed, I leave without a trace'?""","What is the next line of 'Having done the deed, I leave without a trace'? (ตอบข้อ 3)"
乡试4_题目1,"""What is the next line of 'Once having seen the vast ocean, one can't be content with a pond'?""","What is the next line of 'Once having seen the vast ocean, one can't be content with a pond'? (ตอบข้อ 2)"
乡试4_题目2,"""What is the next line of 'Shoot the man before shooting the horse'?""",What is the next line of 'Shoot the man before shooting the horse'? (ตอบข้อ 1)
乡试4_题目3,"""What is the next line of 'Died before the battle was won'?""",What is the next line of 'Died before the battle was won'? (ตอบข้อ 3)
乡试5_题目1,"""What is the next line of 'Two orioles sing in the green willow'?""",What is the next line of 'Two orioles sing in the green willow'? (ตอบข้อ 2)
乡试5_题目2,"""What is the next line of 'The window contains the thousand autumns of the West Ridge'?""",What is the next line of 'The window contains the thousand autumns of the West Ridge'? (ตอบข้อ 3)
乡试5_题目3,"""What is the next line of 'A moment of spring night is worth a thousand gold'?""",What is the next line of 'A moment of spring night is worth a thousand gold'? (ตอบข้อ 2)
乡试6_题目1,"""What is the next line of 'After the rain in the empty mountain'?""",What is the next line of 'After the rain in the empty mountain'? (ตอบข้อ 4)
乡试6_题目2,"""What is the next line of 'I urge you to drink another cup of wine'?""",What is the next line of 'I urge you to drink another cup of wine'? (ตอบข้อ 3)
乡试6_题目3,"""What is the next line of 'The lonely smoke in the vast desert goes straight'?""",What is the next line of 'The lonely smoke in the vast desert goes straight'? (ตอบข้อ 1)
乡试7_题目1,"""What is the next line of 'Twenty-four bridges on a bright moonlit night'?""",What is the next line of 'Twenty-four bridges on a bright moonlit night'? (ตอบข้อ 2)
乡试7_题目2,"""What is the next line of 'A horseman in the red dust makes the princess laugh'?""",What is the next line of 'A horseman in the red dust makes the princess laugh'? (ตอบข้อ 1)
乡试7_题目3,"""What is the next line of 'Rain pours down during the Qingming Festival'?""",What is the next line of 'Rain pours down during the Qingming Festival'? (ตอบข้อ 1)
乡试8_题目1,"""What is the next line of 'The broken spear sinks into the sand, the iron is not yet destroyed'?""","What is the next line of 'The broken spear sinks into the sand, the iron is not yet destroyed'? (ตอบข้อ 2)"
乡试8_题目2,"""What is the next line of 'Where is the tavern, I ask'?""","What is the next line of 'Where is the tavern, I ask'? (ตอบข้อ 1)"
乡试8_题目3,"""What is the next line of 'In the dead of night, I listen to the wind and rain'?""","What is the next line of 'In the dead of night, I listen to the wind and rain'? (ตอบข้อ 3)"
乡试9_题目1,"""What is the next line of 'Startled awake from a dying illness'?""",What is the next line of 'Startled awake from a dying illness'? (ตอบข้อ 3)
乡试9_题目2,"""What is the next line of 'Taking a leisurely look at the flowers, I don't look back'?""","What is the next line of 'Taking a leisurely look at the flowers, I don't look back'? (ตอบข้อ 2)"
乡试9_题目3,"""What is the next line of 'White hair mourns the bright mirror'?""",What is the next line of 'White hair mourns the bright mirror'? (ตอบข้อ 4)
乡试10_题目1,"""What is the next line of 'Red beans grow in the south'?""",What is the next line of 'Red beans grow in the south'? (ตอบข้อ 1)
乡试10_题目2,"""What is the next line of 'Spring wind blows for ten miles on Yangzhou road'?""",What is the next line of 'Spring wind blows for ten miles on Yangzhou road'? (ตอบข้อ 3)
乡试10_题目3,"""What is the next line of 'I urge you not to cherish your golden robe'?""",What is the next line of 'I urge you not to cherish your golden robe'? (ตอบข้อ 2)
乡试1_题目1_答案1,Apply the new red begonia.
乡试1_题目1_答案2,Dress up on the jade tower in spring.
乡试1_题目1_答案3,"The spring breeze brushes the railing, the dew is thick."
乡试1_题目1_答案4,Light or heavy makeup is always suitable.
乡试1_题目2_答案1,"Crying and wailing, I return home."
乡试1_题目2_答案2,Return home until dawn.
乡试1_题目2_答案3,With you until the west of Yelang.
乡试1_题目2_答案4,We are not ordinary people.
乡试1_题目3_答案1,Kill ten people in a hundred steps.
乡试1_题目3_答案2,Travel a thousand miles without leaving a trace.
乡试1_题目3_答案3,Sword Qi cuts Heaven and Earth.
乡试1_题目3_答案4,Hide your identity and name.
乡试2_题目1_答案1,The moon of today once shone on the ancients.
乡试2_题目1_答案2,The bright moon once shone on the ancients.
乡试2_题目1_答案3,When will the bright moon shine on me again?
乡试2_题目1_答案4,Things change with the passing of time.
乡试2_题目2_答案1,There must be a way when the road reaches the mountain.
乡试2_题目2_答案2,Who in the world doesn't know you?
乡试2_题目2_答案3,Squandered fortune can still be regained.
乡试2_题目2_答案4,I claim to be an immortal in wine.
乡试2_题目3_答案1,A yellow crane flies in from the sky.
乡试2_题目3_答案2,Fireworks in March in Yangzhou.
乡试2_题目3_答案3,"When I left, the snow covered the mountain road."
乡试2_题目3_答案4,With you until the west of Yelang.
乡试3_题目1_答案1,I sing to the wandering moon.
乡试3_题目1_答案2,The moon surges the great river.
乡试3_题目1_答案3,Ride the moon and get drunk on the high platform.
乡试3_题目1_答案4,Three people in the reflection.
乡试3_题目2_答案1,How many people return from wars in ancient times?
乡试3_题目2_答案2,There are no old friends after leaving Yangguan.
乡试3_题目2_答案3,Don't let the golden cup be empty under the moon.
乡试3_题目2_答案4,Get drunk today if there is wine.
乡试3_题目3_答案1,Travel a thousand miles without leaving a trace.
乡试3_题目3_答案2,A thousand gold pieces will return.
乡试3_题目3_答案3,Hide your identity and name.
乡试3_题目3_答案4,You come from your hometown.
乡试4_题目1_答案1,It's said that it rained at night in Bashan.
乡试4_题目1_答案2,"Except for Wushan, it's not a cloud."
乡试4_题目1_答案3,Peach blossoms still smile in the spring breeze.
乡试4_题目1_答案4,Get drunk today if there is wine.
乡试4_题目2_答案1,"To catch a thief, catch the king first."
乡试4_题目2_答案2,"If you hit someone, aim for the face."
乡试4_题目2_答案3,"To kill a person, aim for the heart."
乡试4_题目2_答案4,"To kill a snake, aim for seven inches."
乡试4_题目3_答案1,You must do this yourself.
乡试4_题目3_答案2,Squandered fortune can still be regained.
乡试4_题目3_答案3,Always make heroes shed tears.
乡试4_题目3_答案4,Iron Horse enters the dream from the icy river.
乡试5_题目1_答案1,Three thousand favors in one body.
乡试5_题目1_答案2,A line of egrets ascends to the blue sky.
乡试5_题目1_答案3,Four seasons of joy shared with people.
乡试5_题目1_答案4,A yellow crane comes flying from the sky.
乡试5_题目2_答案1,The fragrance of plum blossoms comes from the bitter cold.
乡试5_题目2_答案2,Thousands of pear trees are in bloom.
乡试5_题目2_答案3,"A ship moored in the east of Wu, thousands of miles away."
乡试5_题目2_答案4,"The mountain is clear and the water is clean, frost comes at night."
乡试5_题目3_答案1,"Clouds want to dress, flowers want to look."
乡试5_题目3_答案2,"Flowers have fragrance, moon has shade."
乡试5_题目3_答案3,Money can't buy happiness.
乡试5_题目3_答案4,"Time is money, and it's hard to buy."
乡试6_题目1_答案1,Hang on the southeast branch.
乡试6_题目1_答案2,Carrying the moon and hoeing home.
乡试6_题目1_答案3,Falling flowers fly into the house.
乡试6_题目1_答案4,The weather turns to autumn late.
乡试6_题目2_答案1,Don't let the golden cup be empty under the moon.
乡试6_题目2_答案2,Who in the world doesn't know you?
乡试6_题目2_答案3,There are no old friends after leaving Yangguan.
乡试6_题目2_答案4,Two cups of dragon sleep at the bottom of the sea.
乡试6_题目3_答案1,The long river sets the sun round.
乡试6_题目3_答案2,The heart is clear and pure.
乡试6_题目3_答案3,The ends of the earth are as close as next door.
乡试6_题目3_答案4,"The wind is right, a sail is hanging."
乡试7_题目1_答案1,People walk on the back of the silver dragon.
乡试7_题目1_答案2,Where does the jade person teach flute playing?
乡试7_题目1_答案3,Whose jade flute heard the falling plum?
乡试7_题目1_答案4,"A small bridge over a flowing river, the fragrance of osmanthus."
乡试7_题目2_答案1,No one knows it's litchi coming.
乡试7_题目2_答案2,The fragrance of plum blossoms comes from the bitter cold.
乡试7_题目2_答案3,Where does the jade person teach flute playing?
乡试7_题目2_答案4,"For her, I'm worn to a shadow."
乡试7_题目3_答案1,Travelers on the road are heartbroken.
乡试7_题目3_答案2,"The grass looks green from afar, but not up close."
乡试7_题目3_答案3,The iron armor of the protector is cold and hard to wear.
乡试7_题目3_答案4,"In front of a sick tree, a thousand trees bloom in spring."
乡试8_题目1_答案1,"Short awl in the bag, half-inch blade."
乡试8_题目1_答案2,Recognize the previous dynasty by washing and grinding.
乡试8_题目1_答案3,"The long march of ten thousand miles, people have not returned."
乡试8_题目1_答案4,A dance of swords moves all directions.
乡试8_题目2_答案1,The shepherd boy points to the apricot flower village from afar.
乡试8_题目2_答案2,Children meet but do not know each other.
乡试8_题目2_答案3,Only see the Yangtze River flowing to the horizon.
乡试8_题目2_答案4,Don't let the golden cup be empty under the moon.
乡试8_题目3_答案1,How many towers in the misty rain.
乡试8_题目3_答案2,Red maple and fishing fire against sorrowful sleep.
乡试8_题目3_答案3,Iron Horse enters the dream from the icy river.
乡试8_题目3_答案4,Startled awake from a near-death illness.
乡试9_题目1_答案1,Iron Horse enters the dream from the icy river.
乡试9_题目1_答案2,Laugh and ask the guest where he comes from.
乡试9_题目1_答案3,The dark wind blows rain into the cold window.
乡试9_题目1_答案4,Why need to enter the Jade Gate Pass?
乡试9_题目2_答案1,Half of the river is green and half is red.
乡试9_题目2_答案2,"Half for cultivation, half for you."
乡试9_题目2_答案3,"Half a moat of spring water, a city of flowers."
乡试9_题目2_答案4,"The bell tolls at midnight, reaching the guest ship."
乡试9_题目3_答案1,Black hair turns to snow at dusk.
乡试9_题目3_答案2,How many springs have been wasted in vain.
乡试9_题目3_答案3,Hardly able to hold up a hairpin.
乡试9_题目3_答案4,Youth changes into a worn fur.
乡试10_题目1_答案1,How many branches have sprouted in spring.
乡试10_题目1_答案2,"When spring comes, it happens."
乡试10_题目1_答案3,Why the rush to pick?
乡试10_题目1_答案4,The sal tree is red in February.
乡试10_题目2_答案1,Shallow grass can hide horse hooves.
乡试10_题目2_答案2,Red maple and fishing fire against sorrowful sleep.
乡试10_题目2_答案3,Rolling up the pearl curtain is not as good.
乡试10_题目2_答案4,"Thick makeup or light makeup, both are suitable."
乡试10_题目3_答案1,Years wasted without seeing each other.
乡试10_题目3_答案2,Cherish your youth.
乡试10_题目3_答案3,This resentment is endless.
乡试10_题目3_答案4,Squandered fortune can still be regained.
会试1_题目1,"""What is the next line of 'The mountain has wood, the wood has branches'?""","What is the next line of 'The mountain has wood, the wood has branches'? (ตอบข้อ 2)"
会试1_题目2,"""What is the next line of 'Four hundred and eighty temples of the Southern Dynasties'?""","""What is the next line of 'Four hundred and eighty temples of the Southern Dynasties'? (ตอบข้อ 3)"
会试1_题目3,"""What is the next line of 'In a low position, I dare not forget to worry about the country'?""","What is the next line of 'In a low position, I dare not forget to worry about the country'? (ตอบข้อ 3)"
会试2_题目1,"""What is the next line of 'Five-flower horse, thousand-gold fur'?""","What is the next line of 'Five-flower horse, thousand-gold fur'? (ตอบข้อ 4)"
会试2_题目2,"""What is the next line of 'Left to lead yellow, right to hold blue'?""","What is the next line of 'Left to lead yellow, right to hold blue'? (ตอบข้อ 2)"
会试2_题目3,"""What is the next line of 'The Roc flies with the wind in one day'?""",What is the next line of 'The Roc flies with the wind in one day'? (ตอบข้อ 1)
会试3_题目1,"""'The tree that can be embraced grows from a tiny sprout; the nine-story tower begins with a heap of earth; the journey of a thousand miles starts from beneath one's feet.' Who said this?""",'The tree that can be embraced grows from a tiny sprout; the nine-story tower begins with a heap of earth; the journey of a thousand miles starts from beneath one's feet.' Who said this? (ตอบข้อ 2)
会试3_题目2,"""'The highest good is like water, water benefits all things and does not compete.' Who said this?""","'The highest good is like water, water benefits all things and does not compete.' Who said this? (ตอบข้อ 2)"
会试3_题目3,"""'Life between heaven and earth, like a white horse passing a gap, suddenly.' Who is the sage who said this?""","'Life between heaven and earth, like a white horse passing a gap, suddenly.' Who is the sage who said this? (ตอบข้อ 2)"
会试4_题目1,"""Which Archive does the quote 'Honorable is open and upright, while the villain is always in a hurry.' come from?""","Which Archive does the quote 'Honorable is open and upright, while the villain is always in a hurry.' come from? (ตอบข้อ 1)"
会试4_题目2,"""Which Archive does the quote 'When poor, one should improve oneself; when rich, one should benefit the world.' come from?""","Which Archive does the quote 'When poor, one should improve oneself; when rich, one should benefit the world.' come from? (ตอบข้อ 3)"
会试4_题目3,"""Which Archive does the quote 'Learning without thinking leads to confusion, thinking without learning ends in danger.' come from?""","Which Archive does the quote 'Learning without thinking leads to confusion, thinking without learning ends in danger.' come from? (ตอบข้อ 1)"
会试5_题目1,"""Please complete the couplet: 'Since ancient times, talented people have faced many hardships;'""","Please complete the couplet: 'Since ancient times, talented people have faced many hardships;' (ตอบข้อ 3)"
会试5_题目2,"""Please complete the couplet: 'Having seen through human nature, the autumn clouds are thick;'""","Please complete the couplet: 'Having seen through human nature, the autumn clouds are thick;' (ตอบข้อ 3)"
